#OTU ID	W1_CLT_1	W1_CLT_2	W1_CLT_3	W1_CLT_4	W1_CLT_5	W1_DSS_1	W1_DSS_2	W1_DSS_3	W1_DSS_4	W1_DSS_5	W1_LbGP_1	W1_LbGP_2	W1_LbGP_3	W1_LbGP_4	W1_LbGP_5	W2_CLT_1	W2_CLT_2	W2_CLT_3	W2_CLT_4	W2_CLT_5	W2_DSS_1	W2_DSS_2	W2_DSS_3	W2_DSS_4	W2_DSS_5	W2_LbGP_1	W2_LbGP_2	W2_LbGP_3	W2_LbGP_4	W2_LbGP_5	W3_CLT_1	W3_CLT_2	W3_CLT_3	W3_CLT_4	W3_CLT_5	W3_DSS_1	W3_DSS_2	W3_DSS_3	W3_DSS_4	W3_DSS_5	W3_LbGP_1	W3_LbGP_2	W3_LbGP_3	W3_LbGP_4	W3_LbGP_5
ASV_342	164	449	1972	419	646	41	95	26	62	81	18	66	506	441	314	101	211	155	284	174	7	8	8	7	16	4	17	13	21	10	672	600	301	262	229	88	244	87	665	30	352	1003	38	22	19
ASV_439	281	33	174	139	13	17	16	23	40	105	18	148	19	89	20	264	52	423	414	201	19	11	19	16	25	172	439	27	29	32	295	224	2080	222	656	60	362	327	1973	10	1222	1234	1412	702	310
ASV_80	57	24	30	102	15	493	1921	631	2261	192	1032	265	1561	1329	2054	38	15	37	49	84	1547	1607	1753	1933	456	191	87	416	77	209	27	21	57	61	120	2138	34	22	74	3916	53	35	84	115	86
ASV_462	231	11	113	914	8	90	43	38	110	3	73	238	237	333	227	297	178	470	154	938	4	3	10	4	7	927	384	19	32	4	407	1855	83	47	21	6	51	405	6	7	104	130	323	348	421
ASV_600	118	61	181	45	31	65	2	65	15	20	2	43	96	60	85	258	135	201	81	165	27	8	8	6	256	138	118	48	203	94	92	71	297	59	74	134	92	33	315	31	176	218	306	173	101
ASV_2226	24	53	21	32	3	2	40	5	25	2	2	26	83	107	81	47	7	4	94	3	6	39	5	5	57	18	41	120	12	63	35	22	12	8	10	28	7	30	2	11	6	3	22	6	26
ASV_1241	62	4	39	280	4	39	11	8	29	1	19	51	77	66	49	46	60	43	37	75	3	3	0	0	2	314	127	6	4	4	106	674	27	19	10	4	5	166	6	6	48	49	166	161	211
ASV_1361	97	1	5	2	0	3	0	2	2	0	3	0	0	2	2	105	156	50	193	478	0	1	1	1	0	1	3	3	2	1	58	96	70	688	101	2	0	2	2	1	2	3	1	1	1
ASV_2991	21	12	89	1	149	6	0	1	1	0	2	3	1	0	0	482	2	35	3	1	0	0	0	1	0	5	3	2	1	3	2	0	36	3	6	6	176	2	224	1	0	137	27	8	4
ASV_2101	16	24	23	101	20	4	1	63	1	410	34	145	10	31	1	132	2	87	108	177	2	0	0	3	1	52	57	38	116	19	15	36	75	0	201	1	13	2	162	0	21	16	10	16	2
ASV_7244	5	5	13	16	4	0	2	3	0	0	0	1	0	0	0	5	2	9	0	18	0	0	0	0	0	0	3	0	3	9	15	0	7	9	13	0	13	13	9	0	20	8	8	14	2
ASV_1230	58	277	242	1	242	8	3	122	1	24	6	16	13	142	12	9	142	8	1	3	3	5	2	2	25	2	5	3	8	5	1	1	8	45	6	3	1558	134	25	4	126	64	26	29	9
ASV_9371	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2179	139	22	139	83	28	8	3	84	4	128	57	39	2	67	5	158	80	47	159	63	1	0	3	3	277	53	120	28	132	18	69	93	320	120	129	29	120	21	30	4	452	377	179	98	100
ASV_1782	79	183	76	21	72	29	2	10	16	17	8	123	7	51	13	91	1252	83	24	125	1	2	7	0	3	2	12	4	6	9	147	103	77	175	9	17	25	397	32	5	109	108	188	140	278
ASV_1071	109	19	69	67	4	4	7	13	20	23	8	53	5	24	8	109	20	190	139	72	2	7	6	1	7	61	122	10	11	13	137	47	812	60	248	16	70	73	632	10	221	303	299	179	66
ASV_45	36	44	43	61	39	689	278	4048	722	395	782	3105	9397	3477	6904	45	47	70	36	51	7653	6203	7401	5823	2295	227	275	2473	180	1836	45	62	100	71	112	94	83	68	140	107	174	94	88	95	156
ASV_4563	29	17	94	6	11	6	0	0	0	0	0	0	0	0	0	11	64	0	9	2	0	0	0	0	1	1	1	0	1	0	17	5	2	22	22	0	0	0	1	0	0	0	2	0	1
ASV_2233	129	178	465	11	331	2	0	3	5	2	2	6	2	9	3	44	102	160	3	193	0	0	2	0	0	4	4	0	1	3	16	5	8	53	4	0	3	0	2	0	5	1	2	1	2
ASV_4103	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
ASV_297	123	39	13	87	2	78	1	105	21	29	5	63	168	98	101	314	7	334	105	248	39	21	40	12	726	190	165	83	321	110	156	78	426	65	132	208	181	80	612	47	337	367	609	252	227
ASV_1139	48	94	69	8	89	3	0	1	5	2	0	2	8	6	1	15	2	19	65	14	1	3	2	1	1	3	9	1	0	0	71	942	371	23	3	2	2	4	1	4	27	87	8	14	3
ASV_1270	204	241	14	93	30	3	1	2	2	2	1	5	1	2	0	140	40	146	101	43	3	1	4	5	3	28	66	28	21	70	13	19	174	29	75	6	283	203	126	6	506	393	205	301	265
ASV_6131	3	1	8	1	2	0	322	90	301	4	0	0	1	3	3	0	1	1	0	1	38	22	285	127	12	0	6	2	1	0	0	1	4	5	4	71	2	3	7	454	3	5	1	2	2
ASV_10519	8	46	2	1	38	4	0	10	0	0	2	2	0	0	0	19	0	1	0	17	1	0	0	2	0	1	0	2	60	0	13	2	0	60	4	2	12	5	1	0	3	14	0	3	1
ASV_12592	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_381	9	0	6	2	2	0	0	0	0	0	0	0	0	0	2	5	0	0	1	0	0	0	0	0	0	2	4	1	6	0	2	4	5	6	9	0	1	0	1	0	5	6	3	8	10
ASV_10124	34	0	12	3	1	1	2	0	6	1	0	1	1	5	2	2	18	0	0	5	0	0	0	0	0	7	2	0	0	0	1	0	0	0	2	2	0	4	10	0	1	3	41	24	1
ASV_3590	94	86	358	22	48	2	1	6	3	2	2	4	2	4	3	33	210	17	44	7	0	0	0	2	0	2	2	1	2	1	31	16	27	45	58	0	1	0	1	0	0	1	0	0	0
ASV_245	28	5	16	20	4	0	0	0	1	0	0	1	1	1	0	16	6	3	1	7	0	0	0	0	1	2	13	0	10	0	13	2	29	16	15	4	7	3	0	2	13	28	10	33	22
ASV_659	16	6	180	101	20	31	165	16	261	321	0	30	3	23	5	32	8	16	4	24	203	334	262	31	870	359	88	268	189	213	4	21	7	10	10	496	237	74	443	462	68	42	49	122	585
ASV_935	2	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	1	3	0	0	0	0	0	3	4	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1
ASV_1225	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2242	16	9	3	11	5	25	450	129	403	3	21	8	8	16	8	4	3	4	1	4	56	43	292	253	31	2	3	19	2	14	3	3	7	3	1	148	2	4	6	698	2	5	6	7	1
ASV_70	1	0	0	0	0	1	13	0	8	3	4	2	13	4	5	1	4	0	3	1	3	2	6	5	1	0	1	0	5	0	1	4	1	0	6	8	1	2	2	15	0	3	6	2	3
ASV_272	135	47	24	95	3	85	2	109	22	34	4	68	169	112	154	416	11	377	102	296	61	20	48	15	994	223	202	87	378	125	208	144	552	76	155	251	240	126	792	71	494	481	785	415	313
ASV_7372	9	7	4	4	4	0	1	1	2	0	2	0	7	4	2	7	3	6	2	17	0	0	0	0	0	0	1	0	0	1	2	5	2	1	1	12	9	19	1	2	5	1	29	13	4
ASV_78	25	10	28	38	12	1	0	0	0	1	0	0	0	0	0	27	11	3	2	5	0	2	0	0	1	0	7	0	24	0	15	8	38	31	23	4	4	0	2	1	20	42	39	66	38
ASV_60	110	27	55	218	30	1035	4029	1216	4513	338	2049	586	3161	2760	3912	61	49	86	96	157	2722	2628	3038	3464	874	395	197	889	160	429	42	44	134	82	243	3685	48	32	130	6565	114	68	132	168	154
ASV_865	54	207	50	50	182	10	5	11	5	5	2	9	5	10	7	30	658	19	28	25	10	9	9	7	39	193	733	420	100	344	21	613	76	211	13	15	30	1319	11	5	40	23	20	35	30
ASV_1785	38	47	39	71	85	6	3	18	1	24	4	29	25	25	12	15	10	48	3	58	0	0	0	0	1	3	22	12	4	17	12	45	31	0	13	6	76	87	30	0	3	17	54	24	73
ASV_4122	15	12	29	10	8	0	0	2	0	3	2	28	6	61	7	10	187	4	21	1	4	1	3	2	4	9	14	35	2	46	105	302	181	40	8	9	27	18	4	3	52	47	42	22	38
ASV_7068	4	1	0	22	1	21	0	6	3	46	376	291	72	71	38	8	2	3	6	2	0	0	0	0	7	3	33	64	3	108	0	7	30	0	1	1	0	0	0	0	2	0	0	0	0
ASV_502	74	180	800	182	277	15	42	21	30	37	13	29	245	212	151	40	91	75	120	63	4	5	6	2	6	4	10	12	13	8	337	363	195	142	125	46	163	40	374	18	210	577	28	22	10
ASV_1336	51	1	30	246	2	23	13	12	22	3	20	62	40	50	49	16	30	35	39	57	0	1	3	0	0	244	103	3	0	0	89	560	26	20	2	3	3	132	2	5	44	49	142	108	185
ASV_22	12	0	2	11	0	1	0	72	12	15	13	3	7	9	14	18	0	1	3	1	28	28	30	26	1	0	4	0	1	1	4	11	0	5	1	1	4	2	0	5	1	2	3	12	1
ASV_2128	3	36	98	3	36	1	1	7	1	1	0	1	0	0	1	19	50	6	24	4	2	0	2	2	2	41	86	4	56	7	18	0	29	11	38	10	159	97	84	1	78	50	294	72	283
ASV_1079	129	4	64	473	7	85	37	33	44	4	25	99	116	92	98	69	69	83	67	126	2	1	4	5	1	535	196	6	9	5	205	1141	56	33	13	6	16	270	7	8	79	55	254	283	343
ASV_1825	74	0	29	360	0	2	2	2	0	1	2	0	1	3	3	90	3	74	47	112	0	1	3	4	0	3	1	0	0	1	7	6	173	91	373	1	2	1	1	0	1	4	0	4	3
ASV_1645	89	320	234	71	469	1	1	3	3	2	3	2	3	2	8	69	299	18	116	19	1	1	1	1	1	4	1	3	2	0	118	26	22	204	35	2	2	95	2	0	6	2	4	0	1
ASV_3452	27	63	37	7	19	9	2	4	0	6	8	73	2	32	8	23	389	22	13	66	0	2	1	3	1	1	6	2	2	0	57	34	16	68	1	10	20	159	15	2	26	29	54	38	101
ASV_9065	9	5	10	3	18	5	0	27	0	5	13	25	4	79	3	3	17	3	3	0	0	3	0	1	4	5	4	5	6	3	20	16	7	10	5	2	32	16	5	1	29	29	50	37	27
ASV_64	12	13	8	8	4	5	3	3	1	0	5	3	4	12	5	10	10	3	10	3	0	4	1	5	3	13	8	5	3	10	4	3	1	13	0	1	2	10	0	0	4	0	0	2	10
ASV_1143	120	46	118	323	15	3	4	153	8	105	2	9	6	7	7	153	28	241	230	272	3	3	10	2	73	191	45	319	86	296	14	27	246	21	115	16	140	84	39	5	604	374	65	55	51
ASV_1643	1	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	5
ASV_1431	43	171	146	3	148	6	1	63	3	7	3	11	6	85	10	3	86	2	0	1	7	5	3	2	13	1	2	1	1	2	3	0	6	41	3	6	1371	119	20	3	116	51	22	33	20
ASV_10941	18	94	34	4	48	2	1	0	1	1	1	0	4	2	1	60	26	23	36	8	1	5	1	3	1	0	3	4	143	5	93	26	3	45	21	0	0	3	3	3	295	96	72	35	453
ASV_489	30	12	23	40	5	0	0	0	0	0	2	0	2	1	1	24	6	3	0	4	0	0	1	0	1	0	41	1	33	0	3	2	19	9	26	5	9	7	7	0	35	65	36	78	39
ASV_1301	152	13	94	241	10	13	7	78	3	163	3	0	11	7	8	230	9	384	407	403	2	3	6	8	15	339	99	484	268	493	18	31	559	37	187	25	236	68	42	8	1074	867	139	128	117
ASV_662	6	1	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	2	0	2	0	0	0	1	0	0	3	1	0	4
ASV_203	151	50	37	120	15	87	1	140	32	51	5	94	215	121	191	486	14	485	155	342	58	32	60	10	1130	250	262	115	482	138	224	145	619	99	196	334	286	135	960	84	512	468	884	413	338
ASV_65	46	22	24	115	15	511	2160	703	2343	167	1091	274	1619	1388	2083	38	26	49	35	75	1626	1663	2011	2046	526	222	103	511	72	252	29	23	86	44	127	2316	37	26	90	3960	64	50	70	95	79
ASV_2715	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0
ASV_40	97	88	52	83	53	3946	5004	214	5305	44	905	1409	1823	1666	2314	48	66	1770	35	1201	96	501	326	802	121	393	185	87	87	125	7	10	3	7	6	60	17	17	4	25	9	6	7	7	3
ASV_1128	121	0	3	3	1	5	4	1	4	1	1	1	1	0	2	101	196	77	201	544	0	0	0	4	4	1	3	5	4	5	85	109	58	730	83	0	0	1	2	0	2	3	5	0	1
ASV_7628	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3923	52	56	210	11	18	1	0	0	1	0	1	1	2	2	1	14	105	7	36	4	1	0	0	0	0	1	1	1	0	0	25	7	17	29	40	0	1	0	1	0	1	0	0	0	0
ASV_546	4	0	5	5	11	0	0	0	0	0	0	1	2	0	0	4	2	9	3	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	13	13	6	0	1	9	7	6	11	7
ASV_800	8	1	0	4	3	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	7	2	0	0	0	0	0	1	1	0	0
ASV_717	67	334	317	36	289	4	4	7	1	11	4	45	6	17	4	53	478	171	12	228	3	2	5	11	2	5	157	7	21	2	151	135	50	52	30	50	46	316	344	11	158	372	746	67	806
ASV_4426	32	38	147	14	12	1	0	1	0	0	0	3	3	0	2	23	98	8	28	3	1	0	0	0	0	2	2	1	1	0	23	5	8	24	32	0	0	0	0	0	2	0	0	0	0
ASV_963	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	2
ASV_3509	1	174	22	4	64	1	1	0	0	0	2	2	1	4	3	81	0	297	15	342	0	0	2	0	2	8	13	13	14	12	103	45	20	272	181	3	375	112	5	2	12	52	16	21	6
ASV_686	9	1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	2	0	5	0	0	0	0	0	4	3	1	1	2
ASV_1334	97	113	66	25	254	0	9	16	4	3	0	13	3	7	2	29	335	47	28	58	6	0	3	4	97	24	29	39	69	60	125	263	119	201	51	17	71	130	3	1	143	154	339	256	309
ASV_8157	21	0	10	18	0	0	2	0	2	0	0	1	0	3	2	5	5	7	10	3	0	0	1	0	0	2	2	1	0	0	26	12	60	4	63	1	2	4	30	1	22	26	22	22	1
ASV_1028	11	0	1	2	2	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	1	0	0	0	1	0	1	2	1
ASV_3755	5	1	5	1	2	0	0	0	0	0	0	0	0	0	0	1	2	2	2	3	0	0	0	0	1	1	0	0	1	0	2	0	1	0	0	0	0	1	0	0	4	5	2	7	8
ASV_225	33	5	36	31	8	0	1	3	0	1	1	0	1	1	1	33	4	1	4	3	2	0	1	0	3	4	25	0	20	0	13	4	41	25	32	1	8	0	8	1	25	33	20	64	24
ASV_3693	17	0	5	62	0	13	3	6	3	0	2	10	10	24	15	7	35	1	11	3	1	0	0	0	0	55	19	1	1	2	36	254	14	6	0	1	0	39	0	1	13	8	35	34	48
ASV_91	105	91	60	97	43	4072	5059	196	5348	50	878	1435	1994	1811	2350	29	61	1971	43	1300	125	538	306	851	129	369	164	116	93	102	2	8	11	9	5	97	15	12	10	31	9	6	8	8	6
ASV_582	10	4	6	11	2	0	0	0	0	1	0	0	0	3	0	8	1	1	1	1	0	0	1	1	0	0	5	0	8	0	2	0	7	4	7	0	2	3	1	2	8	27	20	24	34
ASV_918	76	231	165	9	144	7	4	1	14	0	0	2	8	20	10	54	6	41	216	46	0	7	3	2	3	4	21	2	1	0	140	1912	652	38	12	8	1	5	6	5	54	171	8	27	1
ASV_368	3	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	2	1
ASV_1133	4	5	2	0	8	1	0	1	0	5	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	1	6	0	1	0	0	0	1	3	0	0	2	0	0	0	5	1	6	2	9
ASV_2326	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_3505	1	1	0	2	0	0	0	0	0	3	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0
ASV_9173	51	59	56	1	96	45	2	0	0	1	0	1	0	3	6	26	0	0	179	4	0	0	0	0	1	1	0	0	2	0	39	42	0	8	3	0	0	20	0	0	1	4	0	8	4
ASV_14	15	20	18	29	20	333	126	1996	375	203	427	1482	4491	1554	3277	22	24	42	16	28	2492	2088	2461	1982	779	118	112	1193	81	857	9	9	39	26	49	33	36	28	48	46	51	41	29	41	67
ASV_2090	62	104	38	56	2	3	93	6	63	2	3	41	216	216	190	79	17	5	210	12	43	77	22	29	165	32	64	215	25	122	72	56	25	45	31	69	25	82	7	34	12	35	69	19	69
ASV_2662	38	739	11	17	308	2	1	35	0	0	0	2	2	1	1	6	10	2	1	0	0	4	1	1	2	3	34	0	15	1	9	4	6	0	6	1	63	492	2	2	101	63	55	5	2
ASV_120	2	0	0	0	0	0	2	0	2	0	1	0	3	1	2	0	0	1	0	1	0	4	4	8	1	3	2	2	1	0	1	1	2	0	2	11	0	2	2	10	0	2	1	0	0
ASV_1296	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	1	0	0	0	0	3	5	0	0	0	1	0	9	0	2	0	0	1	4	0	2	4	1	3	1
ASV_1525	74	100	65	18	233	3	1	10	1	4	1	20	3	4	0	27	263	45	22	53	3	1	0	2	81	23	23	31	47	45	114	251	101	206	45	22	62	128	2	3	143	132	309	212	296
ASV_9502	9	18	12	6	1	0	0	0	0	0	0	1	0	1	0	8	1	10	1	2	0	0	0	0	0	2	5	0	3	1	0	5	7	8	10	27	1	0	1	6	11	9	10	5	10
ASV_4638	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV_98	153	118	568	1672	56	131	48	112	70	449	139	732	40	201	37	2397	10	3518	3126	3838	19	19	19	16	584	684	1377	437	980	521	265	106	1396	54	687	49	293	259	876	58	501	337	1082	79	972
ASV_580	6	1	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	2	2	0
ASV_1506	103	327	241	62	479	1	4	4	0	4	2	4	1	4	3	70	343	17	112	19	1	0	0	1	1	3	4	2	5	2	126	36	41	218	26	2	0	102	0	1	1	1	6	5	2
ASV_1952	3	0	0	5	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	6	0	4	0
ASV_2612	93	80	64	31	20	0	0	0	1	1	0	2	2	2	0	14	32	21	22	30	0	2	1	1	13	7	29	1	18	6	20	54	60	19	47	14	30	51	36	1	210	160	194	65	117
ASV_1338	2	1	0	0	0	1	1	20	1	2	0	10	6	9	3	0	0	0	0	2	6	2	1	3	8	1	3	4	8	0	0	0	1	0	8	0	1	0	2	0	1	0	2	5	8
ASV_3620	29	0	5	71	0	0	1	1	2	1	12	45	31	68	54	120	7	243	16	506	0	0	2	0	0	3	7	3	2	0	104	294	7	0	2	2	23	50	0	2	0	4	25	29	21
ASV_2017	31	45	52	31	35	3	1	2	0	1	2	0	1	1	0	36	57	69	16	82	8	2	3	3	1	12	9	7	8	10	88	83	47	60	15	4	91	42	42	8	166	142	246	141	110
ASV_2065	55	181	122	36	222	3	3	0	0	1	0	2	0	4	0	42	155	8	58	6	0	1	3	0	0	1	4	2	3	1	60	18	26	111	13	0	0	39	3	2	2	1	1	2	1
ASV_1765	4	1	1	2	7	31	3	1	5	6	5	2	2	0	1	8	3	2	22	4	4	7	2	3	15	10	13	296	6	863	5	8	4	43	13	15	101	1497	16	14	5	13	1	2	93
ASV_323	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10571	8	7	15	2	2	1	0	7	0	2	0	6	6	4	2	6	15	10	4	6	0	1	0	0	28	6	6	1	6	4	4	2	15	1	6	8	6	3	13	4	10	7	15	8	8
ASV_5077	13	1	0	3	3	24	48	5	47	27	0	0	3	1	0	3	0	2	3	12	3	6	18	2	5	20	24	145	20	119	7	29	9	7	12	596	39	62	14	458	17	16	471	105	290
ASV_11855	52	0	5	0	2	4	2	9	3	2	1	0	2	2	0	0	6	29	6	46	0	0	0	0	2	0	0	1	0	1	3	7	1	0	1	4	20	43	28	39	3	1	1	0	3
ASV_2106	36	86	20	60	4	4	74	8	54	0	2	32	182	170	205	88	13	1	195	14	49	69	25	30	137	31	47	205	35	121	54	50	26	15	26	71	24	104	4	27	8	15	66	12	72
ASV_1207	60	102	50	12	174	1	4	142	14	560	8	290	7	240	23	67	23	21	8	21	3	0	2	1	27	53	149	3	119	5	11	23	22	43	3	13	137	79	11	3	116	92	237	199	272
ASV_3525	27	0	12	91	0	5	3	2	2	0	0	21	28	13	9	5	18	6	15	5	0	1	0	1	2	77	22	1	1	1	49	359	18	7	0	1	1	39	0	1	14	11	48	40	50
ASV_387	79	260	1003	266	366	18	49	14	41	62	10	37	265	247	192	58	99	78	153	122	2	6	7	1	9	6	8	8	8	11	418	364	205	166	159	48	162	65	440	26	235	616	36	17	14
ASV_6741	2	0	4	1	1	2	104	22	95	0	0	0	0	1	0	0	1	0	0	0	10	9	102	71	0	0	0	2	0	1	1	1	1	0	0	25	3	3	0	167	5	3	0	3	0
ASV_5969	35	7	18	40	5	6	2	3	0	20	1	2	1	2	0	55	75	20	117	45	0	0	2	0	2	4	15	15	1	15	18	29	1	28	11	3	2	21	72	2	18	68	58	18	1
ASV_671	14	2	14	17	6	0	0	0	0	10	0	0	0	1	0	14	0	3	10	4	2	0	0	0	2	7	10	7	3	0	5	3	5	6	10	0	7	5	0	0	11	10	3	4	5
ASV_1862	48	112	24	69	6	2	117	18	80	2	3	57	231	242	240	72	13	7	146	12	53	82	42	35	203	62	102	285	44	185	64	57	28	26	23	89	20	100	9	37	14	27	93	32	88
ASV_77	54	34	35	46	24	1866	2393	107	2378	34	392	671	914	792	1041	11	24	825	19	519	48	291	160	415	65	167	81	44	46	78	3	0	5	5	4	34	10	2	3	21	4	1	5	0	2
ASV_4156	4	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_3347	28	0	23	109	1	18	8	6	9	0	6	27	17	24	14	7	31	4	22	1	1	2	2	0	2	126	53	0	1	0	67	495	27	18	2	1	1	66	1	1	11	19	89	72	66
ASV_2216	72	142	88	21	67	20	0	5	1	16	17	90	6	46	3	70	971	64	21	98	2	1	1	2	2	3	13	5	4	8	134	85	57	139	21	14	15	318	31	2	84	84	195	114	252
ASV_2666	53	143	53	10	41	18	1	1	4	20	3	63	5	32	2	43	735	51	16	91	5	2	1	0	3	3	3	3	9	1	100	77	35	100	9	10	10	257	26	2	70	68	137	94	224
ASV_9437	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	12	0	0	40	0	0	0	2	0	0	0	0	0	1	0	1	0	2	11	0	2	0	0	1	0	54	6	1	0	1
ASV_2922	15	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	2	0	1	0	0	0	3	0	13	6	1	1	2
ASV_7780	3	6	12	16	2	0	0	4	2	4	6	1	1	10	0	4	25	30	3	26	0	1	0	0	1	4	3	12	5	19	1	5	7	3	19	0	1	3	7	0	0	18	14	3	7
ASV_1086	98	3	59	386	1	57	29	23	50	1	22	93	72	102	66	52	86	68	48	87	0	1	2	1	2	417	151	5	7	1	133	677	45	15	3	5	10	177	6	2	47	60	171	163	190
ASV_7651	6	0	15	7	3	2	0	0	0	0	1	3	1	6	0	17	11	9	3	19	0	0	0	0	0	10	12	6	1	17	5	12	12	20	5	0	7	9	7	0	0	2	1	4	0
ASV_5153	10	0	4	44	0	3	1	0	1	2	3	20	29	52	41	57	3	126	20	241	0	0	1	0	0	3	2	0	3	0	73	180	3	0	1	4	12	29	0	0	7	1	17	29	11
ASV_8417	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1804	3	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_11656	2	0	3	0	0	0	0	0	0	0	3	0	12	0	1	1	1	1	1	2	0	0	0	0	0	0	0	0	14	0	0	4	0	4	0	0	7	0	4	0	0	1	2	0	0
ASV_1009	4	0	5	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	1	2	4	0	0	0	0	0	1	1	1	0	0
ASV_1798	59	57	79	46	41	1	1	0	0	0	0	2	5	1	0	49	126	105	33	115	4	7	4	5	5	18	5	12	21	20	225	123	98	106	36	21	181	87	60	20	309	234	446	211	219
ASV_1542	32	58	21	3	76	1	0	56	5	271	4	134	7	126	10	37	21	9	1	13	0	0	0	0	9	26	84	0	54	2	8	13	16	20	5	10	74	31	5	2	60	56	114	104	108
ASV_294	22	4	14	23	11	0	0	1	1	0	1	0	0	2	0	22	6	3	1	0	0	0	0	0	0	2	10	0	10	0	10	1	31	17	24	3	1	1	0	2	19	22	15	18	15
ASV_539	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	2	3	1	0	0	0	0	0	0	4	1	6	2
ASV_2392	34	44	14	32	4	2	55	8	42	5	3	26	129	110	117	37	6	1	73	3	40	55	28	13	99	24	59	147	30	77	36	29	10	11	18	45	17	43	1	19	7	14	43	10	43
ASV_901	54	174	39	39	140	8	5	15	2	4	2	6	14	12	6	18	643	26	49	32	4	4	4	3	30	156	690	365	95	306	11	593	54	159	17	21	26	1221	7	2	26	19	17	33	26
