function	W1_CLT_1_tags	W1_CLT_2_tags	W1_CLT_3_tags	W1_CLT_4_tags	W1_CLT_5_tags	W1_DSS_1_tags	W1_DSS_2_tags	W1_DSS_3_tags	W1_DSS_4_tags	W1_DSS_5_tags	W1_LbGP_1_tags	W1_LbGP_2_tags	W1_LbGP_3_tags	W1_LbGP_4_tags	W1_LbGP_5_tags	W2_CLT_1_tags	W2_CLT_2_tags	W2_CLT_3_tags	W2_CLT_4_tags	W2_CLT_5_tags	W2_DSS_1_tags	W2_DSS_2_tags	W2_DSS_3_tags	W2_DSS_4_tags	W2_DSS_5_tags	W2_LbGP_1_tags	W2_LbGP_2_tags	W2_LbGP_3_tags	W2_LbGP_4_tags	W2_LbGP_5_tags	W3_CLT_1_tags	W3_CLT_2_tags	W3_CLT_3_tags	W3_CLT_4_tags	W3_CLT_5_tags	W3_DSS_1_tags	W3_DSS_2_tags	W3_DSS_3_tags	W3_DSS_4_tags	W3_DSS_5_tags	W3_LbGP_1_tags	W3_LbGP_2_tags	W3_LbGP_3_tags	W3_LbGP_4_tags	W3_LbGP_5_tags
CYTIDINEKIN-RXN	14214.0	24157.17	11029.83	13752.17	3226.67	14983.5	29931.0	13356.67	34077.5	4326.17	17899.83	12002.17	32127.33	24497.5	33654.83	17032.0	15138.0	14083.83	21462.33	15052.5	24341.67	24780.83	26573.0	28065.83	10732.17	9779.5	11523.5	15685.83	7572.83	13556.5	6295.67	10066.5	11833.67	11604.0	6963.67	23458.5	3703.5	7128.67	4317.83	35927.83	7005.83	8300.17	12211.33	12296.0	14598.0
CYTIKIN-RXN	14214.0	24157.17	11029.83	13752.17	3226.67	14983.5	29931.0	13356.67	34077.5	4326.17	17899.83	12002.17	32127.33	24497.5	33654.83	17032.0	15138.0	14083.83	21462.33	15052.5	24341.67	24780.83	26573.0	28065.83	10732.17	9779.5	11523.5	15685.83	7572.83	13556.5	6295.67	10066.5	11833.67	11604.0	6963.67	23458.5	3703.5	7128.67	4317.83	35927.83	7005.83	8300.17	12211.33	12296.0	14598.0
CYTOCHROME-C-PEROXIDASE-RXN	4874.17	294.42	1050.33	4031.33	218.33	3619.67	13336.5	15255.58	15526.25	3518.58	10715.5	4878.75	19730.0	12878.5	20052.58	3676.17	2480.42	1385.42	2754.75	1565.58	21352.92	20856.75	26145.25	22427.83	7583.92	2659.33	1912.67	4457.83	1252.25	2817.75	896.83	3336.83	1493.17	1052.83	2241.83	14952.0	603.6700000000002	578.8299999999998	1545.17	23296.92	928.67	1346.83	7070.92	3107.0	2780.42
D-PPENTOMUT-RXN	9221.5	22590.67	7164.33	8170.67	1912.67	9450.5	10159.0	1715.92	11502.75	2020.42	7002.08	5455.67	4690.83	7293.75	5501.33	13727.0	13700.75	13901.83	20810.83	15162.25	330.42	2987.33	869.75	2788.58	3433.92	9059.5	8333.25	7931.83	3970.58	8925.75	5202.67	13450.5	6036.42	8797.75	2480.17	3276.75	2287.75	7337.67	3190.58	703.08	3962.33	1844.17	6460.58	3754.5	10111.5
DADPKIN-RXN	13269.17	22547.09	6398.66	6203.0	1942.0	12560.67	23298.5	16586.25	26685.25	4254.25	17295.83	7908.42	23905.33	19014.5	25118.91	10314.17	15845.42	4980.75	14671.08	4593.58	21620.59	23784.08	26954.25	25125.16	9163.59	8440.33	6028.67	11124.16	2489.58	10331.75	4439.5	12291.83	2636.84	9612.83	2507.5	18040.0	1863.67	6312.5	2021.5	23812.25	3023.0	1892.5	9396.25	5834.0	8871.42
DAHPSYN-RXN	8633.67	1368.68	5465.32	16508.34	881.3399999999998	22704.67	32858.0	11752.84	35242.5	5950.84	13913.49	14909.01	21880.99	18714.5	22863.32	19063.67	5657.17	30726.66	22465.99	31590.83	13203.18	15904.99	18985.5	18411.82	10871.18	11524.33	11218.17	4196.32	7331.49	4404.5	4708.34	14469.33	11855.18	1969.83	7484.34	10617.5	2865.17	4067.34	7609.16	11835.16	4761.66	4552.34	20928.16	5224.0	11809.67
DALADALALIG-RXN	18931.34	23713.43	10190.07	16760.75	2800.0	19774.09	32211.0	26378.0	36824.75	7313.75	20821.41	12543.09	27993.66	24155.75	30341.07	20967.84	16741.34	17952.75	24122.16	17448.41	27940.68	31327.91	36688.0	31898.07	12475.93	10901.91	11757.09	12632.57	6713.41	11997.75	6226.5	13820.91	10090.68	11024.66	6398.5	18532.75	3464.59	7343.5	4935.75	24169.25	6043.25	6318.75	16378.5	12224.0	15049.84
DAPASYN-RXN	8166.17	1720.09	4363.16	10136.5	1416.0	12127.17	28486.5	18433.75	32197.25	3757.25	13687.33	7405.42	25438.33	19944.0	28986.91	6078.17	1820.92	4019.75	1489.58	3204.58	25549.09	25484.08	30789.75	28364.66	7341.59	2823.83	4528.17	6340.66	3732.58	3641.75	2065.5	1687.33	6078.84	2969.83	4573.5	20319.5	1560.17	682.5	1141.0	35323.25	3295.5	6882.0	7185.75	11306.0	6149.92
DARAB5PISOM-RXN	7966.17	1232.76	3325.74	8868.42	986.67	17304.92	30656.0	16144.92	33784.5	3722.17	13772.16	10183.09	26737.16	19860.5	28165.74	5961.17	3708.42	7797.58	3348.66	6720.33	21674.76	22534.91	27139.75	25093.99	7962.51	5516.08	4382.67	4861.74	2895.66	3242.5	2590.17	7759.08	4292.76	2360.08	3878.67	15327.5	1304.67	1633.17	1718.33	23445.33	2434.58	4670.92	10702.08	8079.5	5926.67
DCDPKIN-RXN	13269.17	22547.09	6398.66	6203.0	1942.0	12560.67	23298.5	16586.25	26685.25	4254.25	17295.83	7908.42	23905.33	19014.5	25118.91	10314.17	15845.42	4980.75	14671.08	4593.58	21620.59	23784.08	26954.25	25125.16	9163.59	8440.33	6028.67	11124.16	2489.58	10331.75	4439.5	12291.83	2636.84	9612.83	2507.5	18040.0	1863.67	6312.5	2021.5	23812.25	3023.0	1892.5	9396.25	5834.0	8871.42
DCMP-DEAMINASE-RXN	16344.17	23433.42	9989.08	15073.08	2607.33	6343.92	14906.0	16612.58	18018.5	5513.83	16271.5	7918.75	21169.5	17000.5	21715.08	19026.17	16806.42	12715.92	23698.0	15244.33	21561.42	23052.25	26567.75	23924.33	10873.17	11113.08	11271.67	12255.08	6406.0	11572.5	6919.83	17021.08	10107.42	11016.08	6295.33	18262.5	3414.67	8078.83	4861.67	23985.67	6128.92	6264.58	16382.42	11001.5	15102.67
DCTP-DEAM-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
DCTP-PYROPHOSPHATASE-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
DCYSDESULF-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
DEOXYADENPHOSPHOR-RXN	11908.5	23380.42	9203.08	11724.42	2576.67	12305.25	20092.0	7572.92	22873.5	3177.17	12511.83	8926.42	18614.83	16166.5	19756.08	15611.5	14564.75	14345.58	21263.33	15827.0	12339.42	13888.58	13729.75	15430.33	7087.17	10193.75	10250.0	11821.08	5791.33	11246.5	6174.17	13837.75	9028.42	10253.75	4737.67	13376.5	3041.0	7654.17	3762.33	18324.33	5596.58	5182.92	9712.08	8429.5	12812.0
DEOXYGLUCONOKIN-RXN	4135.0	1605.17	5586.08	14210.42	1146.67	10886.25	19011.5	9673.17	21408.75	4082.42	8235.33	12483.17	24188.83	16145.0	23273.33	15695.0	1377.5	23161.33	18081.08	25262.25	16982.67	15615.33	18032.0	17716.83	8929.42	6924.75	10142.0	8235.58	7503.58	6569.25	3475.67	5265.25	12665.92	1882.25	6731.17	10627.5	2805.0	2739.67	6076.83	18099.58	5257.58	5785.42	10835.33	5996.5	9939.75
DEOXYGUANPHOSPHOR-RXN	11908.5	23380.42	9203.08	11724.42	2576.67	12305.25	20092.0	7572.92	22873.5	3177.17	12511.83	8926.42	18614.83	16166.5	19756.08	15611.5	14564.75	14345.58	21263.33	15827.0	12339.42	13888.58	13729.75	15430.33	7087.17	10193.75	10250.0	11821.08	5791.33	11246.5	6174.17	13837.75	9028.42	10253.75	4737.67	13376.5	3041.0	7654.17	3762.33	18324.33	5596.58	5182.92	9712.08	8429.5	12812.0
DEOXYINOPHOSPHOR-RXN	11908.5	23380.42	9203.08	11724.42	2576.67	12305.25	20092.0	7572.92	22873.5	3177.17	12511.83	8926.42	18614.83	16166.5	19756.08	15611.5	14564.75	14345.58	21263.33	15827.0	12339.42	13888.58	13729.75	15430.33	7087.17	10193.75	10250.0	11821.08	5791.33	11246.5	6174.17	13837.75	9028.42	10253.75	4737.67	13376.5	3041.0	7654.17	3762.33	18324.33	5596.58	5182.92	9712.08	8429.5	12812.0
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
DEOXYRIBOSE-P-ALD-RXN	12290.0	23393.42	9415.08	13250.42	2590.67	12481.75	20186.0	7646.17	23040.25	3184.92	12633.58	9321.42	19026.33	16708.25	20112.08	16075.5	14855.5	15051.08	21516.83	17266.25	12346.17	13897.58	13746.5	15436.58	7095.42	11742.25	10893.25	11845.58	5830.58	11257.25	7024.17	17996.25	9215.17	10359.5	4769.17	13394.25	3131.75	8496.17	3778.58	18342.08	5821.58	5404.42	10464.33	9238.0	13726.5
DEPHOSPHOCOAKIN-RXN	16498.17	23559.09	10085.41	15219.75	2700.0	13088.92	23511.0	17004.25	27052.5	5587.5	17731.83	10360.42	24451.83	20204.5	25580.41	19092.17	16910.42	15475.25	23767.33	16977.33	21707.09	23872.58	27042.75	25241.66	11044.84	11751.08	11538.67	12426.41	6546.33	11767.5	6927.5	17031.08	10119.09	11028.08	6306.0	18370.5	3443.67	8095.5	4872.0	24034.0	6143.25	6274.25	16391.75	11009.5	15109.67
DETHIOBIOTIN-SYN-RXN	5655.67	1082.76	2451.74	6767.42	870.6700000000002	16461.42	27332.0	15695.67	30343.75	2964.42	10181.41	8490.09	21159.66	16569.75	23236.74	4290.17	1089.67	6386.08	1130.16	4308.08	18395.01	19185.91	22997.0	20621.74	5264.26	2471.58	3045.42	4291.24	2167.41	2756.75	1128.17	1345.58	3162.01	1570.33	2392.17	10387.75	893.9200000000002	423.17	662.08	17822.58	1773.5800000000004	3614.42	3999.83	6706.0	3562.17
DGDPKIN-RXN	13269.17	22547.09	6398.66	6203.0	1942.0	12560.67	23298.5	16586.25	26685.25	4254.25	17295.83	7908.42	23905.33	19014.5	25118.91	10314.17	15845.42	4980.75	14671.08	4593.58	21620.59	23784.08	26954.25	25125.16	9163.59	8440.33	6028.67	11124.16	2489.58	10331.75	4439.5	12291.83	2636.84	9612.83	2507.5	18040.0	1863.67	6312.5	2021.5	23812.25	3023.0	1892.5	9396.25	5834.0	8871.42
DGTPTRIPHYDRO-RXN	7875.67	1419.09	4621.41	11668.75	1055.0	10716.42	22060.0	15992.0	24760.75	4917.75	12490.08	9377.42	23147.33	16730.75	24023.41	12056.17	3358.67	13933.75	11666.83	14243.08	21578.34	21756.58	26692.0	23855.41	9628.59	5059.58	7046.42	5906.91	5410.08	4437.75	2542.5	3927.58	8800.34	2374.33	6019.5	15372.75	2121.92	1536.5	4389.75	23549.25	3838.25	5516.75	13323.5	7482.0	8111.17
DHBAMPLIG-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
DHBDEHYD-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
DHHB-METHYLTRANSFER-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
DIACYLGLYKIN-RXN	13392.5	23192.42	8261.08	7826.42	2503.67	12639.25	23219.0	7636.92	25970.5	2650.17	15680.83	8193.42	23676.83	18299.5	24250.08	10193.5	16847.75	5450.58	14587.33	6105.0	15556.42	17177.58	17811.75	19811.33	7931.17	9959.75	7370.0	11126.08	3786.33	10320.5	5976.17	15755.75	5266.42	10805.75	4009.67	18127.5	2424.0	7260.17	2104.33	23759.33	4389.58	4940.92	12279.08	8775.5	11156.0
DIAMACTRANS-RXN	2841.0	915.42	2135.08	3700.42	756.67	9599.75	18538.0	6248.67	20404.75	1230.42	6970.08	5912.42	17206.33	12076.75	18120.08	1950.5	968.0	3203.08	521.8299999999998	2397.75	12154.67	11721.58	13335.0	13959.08	3824.92	1772.25	2183.75	4060.58	1961.08	2515.75	979.17	397.25	3003.67	1468.0	2268.17	10207.75	782.25	333.17	582.08	17669.58	1648.58	3348.42	3260.83	4683.0	2707.5
DIAMINOPIMDECARB-RXN	17205.17	23973.09	11826.41	20190.75	2944.0	15813.92	33358.0	20413.25	38093.5	7682.5	22983.83	13722.42	32085.83	27366.5	35248.41	25882.17	17061.42	25281.25	32635.33	28052.33	29039.09	31013.58	35326.75	34361.66	15112.84	14439.08	15569.67	15851.41	9622.33	14224.5	7854.5	17476.08	15164.09	11394.08	9097.0	28439.5	4523.67	8954.5	7923.0	41719.0	8070.25	7545.25	20109.75	11688.5	18592.67
DIAMINOPIMELATE-DEHYDROGENASE-RXN	5792.67	1156.42	3863.08	10947.08	860.33	3304.42	10225.0	15224.33	12452.75	4094.08	7560.75	5637.75	14699.0	10777.75	15585.08	10783.17	926.67	10468.42	9632.5	11537.08	18159.67	17596.25	22091.0	18072.08	6766.92	2925.58	6085.42	5189.58	4580.75	3767.75	1922.83	1662.58	7844.67	1678.33	4553.83	10342.75	1772.92	1151.83	3339.42	17895.92	3387.92	4672.08	7364.17	6909.0	6654.17
DIAMINOPIMEPIM-RXN	16943.17	23884.09	11689.41	19692.75	2875.0	13421.92	23614.0	17316.25	27229.5	6864.5	18031.83	12391.42	24555.83	20820.5	25659.41	25717.17	16955.42	25076.25	32408.33	27672.33	21763.09	23923.58	27086.75	25326.66	12890.84	13481.08	15112.67	13667.41	9240.33	13168.5	7737.5	17368.08	14825.09	11160.08	8489.0	18541.5	4380.67	8857.5	7570.0	24204.0	7786.25	7351.25	19774.75	11228.5	18215.67
DIENOYLCOAREDUCT-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
DIHYDLIPACETRANS-RXN	11055.67	22294.34	5568.66	5092.0	1745.0	9057.67	10151.0	10386.0	12064.0	2396.0	8331.33	3165.67	4846.33	7425.0	6317.66	8911.67	13382.67	4019.0	12455.33	3205.33	6362.34	9571.33	9996.0	8042.66	2847.34	5842.33	4710.67	6725.66	1303.33	7560.0	3684.0	9893.33	1290.34	8650.33	379.0	3160.0	1342.67	5807.0	546.0	620.0	2205.0	801.9999999999999	3055.0	4742.0	6938.67
DIHYDRODIPICSYN-RXN	17388.17	24209.09	13293.41	24165.75	3050.0	13754.92	23717.0	17628.25	27406.5	8141.5	18331.83	14422.42	24659.83	21436.5	25738.41	32342.17	17000.42	34677.25	41049.33	38367.33	21819.09	23974.58	27130.75	25411.66	14736.84	15211.08	18686.67	14908.41	11934.33	14569.5	8547.5	17705.08	19531.09	11292.08	10672.0	18712.5	5317.67	9619.5	10268.0	24374.0	9429.25	8428.25	23157.75	11447.5	21321.67
DIHYDROFOLATEREDUCT-RXN	16652.17	23684.76	10181.74	15366.42	2792.67	19833.92	32116.0	17395.92	36086.5	5661.17	19192.16	12802.09	27734.16	23408.5	29445.74	19158.17	17014.42	18234.58	23836.66	18710.33	21852.76	24692.91	27517.75	26558.99	11216.51	12389.08	11805.67	12597.74	6686.66	11962.5	6935.17	17041.08	10130.76	11040.08	6316.67	18478.5	3472.67	8112.17	4882.33	24082.33	6157.58	6283.92	16401.08	11017.5	15116.67
DIHYDROFOLATESYNTH-RXN	16943.17	23884.09	11689.41	19692.75	2875.0	13421.92	23614.0	17316.25	27229.5	6864.5	18031.83	12391.42	24555.83	20820.5	25659.41	25717.17	16955.42	25076.25	32408.33	27672.33	21763.09	23923.58	27086.75	25326.66	12890.84	13481.08	15112.67	13667.41	9240.33	13168.5	7737.5	17368.08	14825.09	11160.08	8489.0	18541.5	4380.67	8857.5	7570.0	24204.0	7786.25	7351.25	19774.75	11228.5	18215.67
DIHYDROOROT-RXN	17229.84	23463.76	9643.74	17565.08	2619.33	12538.59	20470.0	25683.58	24683.5	6497.83	16013.83	9198.42	19956.83	18744.5	22258.74	20158.84	14600.09	15192.92	22341.33	16181.66	24528.76	27176.58	32103.75	26120.99	9622.51	10316.41	11439.34	11939.74	5923.33	11338.5	6456.83	15714.41	9321.76	10434.41	4964.33	13520.5	3206.34	7800.83	3901.67	18533.67	5817.92	5695.58	11171.42	12459.5	14507.34
DIHYDROOROTATE-DEHYDROGENASE-RXN	4743.67	304.3400000000001	978.66	3642.0	216.0	7528.67	12024.0	9823.0	13213.0	2484.0	6680.33	3875.67	9119.33	7242.0	9689.66	3546.67	2449.67	3889.0	2573.33	2883.33	9513.34	10804.33	13788.0	11128.66	4129.34	2195.33	1555.67	776.6600000000002	895.33	716.0	761.0	3203.33	1102.34	786.33	1579.0	5102.0	431.67	458.0	1120.0	5758.0	561.0	1101.0	6689.0	2588.0	2304.67
DIHYDROPYRIMIDINASE-RXN	445.0	325.0	1604.0	4473.0	175.0	333.0	103.0	312.0	177.0	1277.0	300.0	2031.0	104.0	616.0	79.0	6625.0	45.0	9601.0	8641.0	10695.0	56.0	51.0	44.0	85.0	1846.0	1730.0	3574.0	1241.0	2694.0	1401.0	810.0	337.0	4706.0	132.0	2183.0	171.0	937.0	762.0	2698.0	170.0	1643.0	1077.0	3383.0	219.0	3106.0
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN	570.0	340.3400000000001	329.66	791.3399999999998	254.34	15882.0	26954.0	3880.34	28932.0	965.34	7872.66	6214.34	14094.66	12954.0	17319.66	297.0	314.0	5723.66	365.66	3846.0	7567.34	8730.66	9190.0	11669.66	2565.34	2234.0	991.0	2526.66	662.6600000000002	1446.0	132.34	128.0	362.34	258.0	629.34	10114.0	201.0	130.34	373.66	17611.66	312.66	213.34	353.66	476.0	391.0
DIHYDROXYISOVALDEHYDRAT-RXN	8519.17	1521.09	4970.41	13692.75	1138.0	13284.92	31898.0	19162.25	35791.5	5743.5	17563.83	11103.42	31088.83	23818.5	33968.41	12685.17	3755.42	14844.25	12147.33	16062.33	28861.09	28855.58	34948.75	32896.66	11858.84	7566.08	8146.67	8115.41	5831.33	5504.5	3509.5	8194.08	9326.09	2714.08	6659.0	25288.5	2355.67	2475.5	4759.0	41082.0	4347.25	5932.25	14410.75	8750.5	9402.67
DIHYDROXYMETVALDEHYDRAT-RXN	8519.17	1521.09	4970.41	13692.75	1138.0	13284.92	31898.0	19162.25	35791.5	5743.5	17563.83	11103.42	31088.83	23818.5	33968.41	12685.17	3755.42	14844.25	12147.33	16062.33	28861.09	28855.58	34948.75	32896.66	11858.84	7566.08	8146.67	8115.41	5831.33	5504.5	3509.5	8194.08	9326.09	2714.08	6659.0	25288.5	2355.67	2475.5	4759.0	41082.0	4347.25	5932.25	14410.75	8750.5	9402.67
DIMESULFREDUCT-RXN	5941.0	536.67	2082.33	1871.67	398.67	8746.0	18295.0	1519.67	18856.0	2323.67	11867.33	6335.67	18780.33	11451.0	17584.33	3687.0	7088.0	4877.33	5964.33	4652.0	9964.67	10840.33	12853.0	14715.33	8241.67	5126.0	2349.0	1809.33	2207.33	1620.0	1843.67	6775.0	2843.67	2064.0	4375.67	14874.0	989.0	1120.67	3130.33	16863.33	1322.33	2514.67	17859.33	1703.0	4357.0
DIMETHUROPORDEHYDROG-RXN	599.0	450.67	1700.33	4619.67	267.67	7078.0	8708.0	703.6700000000002	9211.0	1350.67	1760.33	4472.67	3386.33	3820.0	3944.33	6691.0	149.0	12360.33	8710.33	12428.0	201.67	871.33	519.0	1402.33	2017.67	2368.0	3841.0	1412.33	2834.33	1596.0	817.67	347.0	4717.67	144.0	2193.67	279.0	966.0	778.67	2708.33	218.33	1657.33	1086.67	3392.33	227.0	3113.0
DIOHBUTANONEPSYN-RXN	7875.67	1419.09	4621.41	11668.75	1055.0	10716.42	22060.0	15992.0	24760.75	4917.75	12490.08	9377.42	23147.33	16730.75	24023.41	12056.17	3358.67	13933.75	11666.83	14243.08	21578.34	21756.58	26692.0	23855.41	9628.59	5059.58	7046.42	5906.91	5410.08	4437.75	2542.5	3927.58	8800.34	2374.33	6019.5	15372.75	2121.92	1536.5	4389.75	23549.25	3838.25	5516.75	13323.5	7482.0	8111.17
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN	8241.0	22127.0	5252.0	2025.0	1631.0	2196.0	1357.0	939.0	2125.0	662.0	5120.0	588.0	893.0	2932.0	1201.0	6572.0	13261.0	836.0	11847.0	1295.0	122.0	2107.0	334.0	1380.0	1408.0	5143.0	3849.0	6495.0	1097.0	7319.0	3535.0	8945.0	1132.0	8548.0	255.0	2980.0	1231.0	5717.0	466.0	467.0	2080.0	536.0	2316.0	2719.0	6084.0
DISULISOM-RXN	4012.0	399.67	1420.33	1296.67	296.67	8079.0	15065.0	1143.67	15582.0	1573.67	8398.33	5037.67	13614.33	8702.0	13011.33	2480.0	4760.0	4171.33	3999.33	3679.0	6691.67	7500.33	8727.0	10249.33	5551.67	3630.0	1655.0	1263.33	1518.33	1145.0	1231.67	4520.0	1899.67	1380.0	2920.67	9952.0	669.0	752.67	2090.33	11258.33	886.33	1679.67	11909.33	1138.0	2907.0
DLACTDEHYDROGNAD-RXN	11939.17	22860.76	7436.99	10247.67	2107.67	18971.67	28776.5	16913.92	32622.25	4854.92	15587.16	11083.09	22125.66	20085.5	24490.24	15798.17	13666.42	16635.08	21416.41	16048.58	18549.26	21315.41	23347.25	22061.49	8491.26	9312.33	9175.67	11990.49	4634.91	11452.75	4645.17	10383.83	6410.51	9072.83	3246.17	13397.0	2509.67	6723.17	3689.83	18425.58	4244.33	2144.17	6838.58	5496.0	10534.42
DMBPPRIBOSYLTRANS-RXN	3544.17	608.09	2088.66	8076.0	384.0	10030.67	18814.5	15583.25	21463.25	4119.25	9006.83	8053.42	17950.33	13949.5	19423.91	9160.17	301.42	13039.75	9500.08	13020.58	18281.59	18388.08	22538.25	19364.16	6911.59	3531.33	5059.67	5324.16	3397.58	3938.75	1102.5	1428.83	5266.84	512.8299999999998	2980.5	10309.0	1249.67	989.5	3213.5	17910.25	2150.0	1598.5	4513.25	2769.0	4443.42
DMK-RXN	23935.17	45374.84	13552.41	11283.75	4168.0	15219.42	24844.5	20285.25	29317.0	5255.0	22973.58	10636.17	31192.33	24273.25	30985.66	18605.67	29864.42	6055.5	26743.58	6173.33	26475.59	29702.33	31908.25	30111.91	12002.84	13759.58	11337.42	19324.410000000003	5025.33	18915.5	8829.0	21516.08	6421.84	19382.83	4412.0	21221.75	3704.92	12249.0	2706.25	24385.5	6453.25	5573.25	14628.75	12768.0	17278.92
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN	8560.17	1806.34	6331.41	16601.75	1273.0	12997.42	31733.5	16673.75	35318.5	6722.5	17198.58	10625.67	24418.33	21598.25	29052.16	18815.67	3480.92	23689.0	20511.08	25282.83	24201.09	25114.83	30383.75	29393.91	12292.34	7603.58	10910.42	7663.41	8370.83	5654.0	3443.0	4337.08	13781.84	2695.83	8745.0	25381.75	3143.92	2355.0	7358.25	41162.0	5667.25	6726.25	16985.25	8094.0	11488.42
DNA-DIRECTED-DNA-POLYMERASE-RXN	153934.2	212750.15	93488.35	145590.75	24760.0	128053.95	233470.0	166270.25	267726.5	54866.5	171518.8	100481.45	236819.8	196244.5	249581.35	182166.2	154794.45	152972.25	225347.3	166754.3	212209.15	232798.55	265456.75	247423.6	107600.9	110643.05	109434.7	116039.35	62888.3	109080.5	64035.5	156928.05	97219.15	100405.05	61124.0	180505.5	32504.7	74176.5	48019.0	239749.0	57777.25	58840.25	157932.75	102352.5	141774.7
DNA-DIRECTED-RNA-POLYMERASE-RXN	63328.18	93473.36	38333.89	57363.25	10162.0	49944.93	84284.5	64887.25	97322.5	21483.5	65961.07	40084.68	90246.32	74239.75	92706.14	74514.68	66806.43	61508.0	94640.57	67279.82	79528.61	88371.82	99903.25	91906.39	41930.36	46014.07	44404.93	47484.89	24479.82	45990.0	26765.0	67772.57	37547.86	42700.82	23032.0	63442.25	13079.43	32106.0	18998.75	78587.0	23036.75	21819.75	62371.75	39430.0	57843.93
DNA-LIGASE-NAD+-RXN	16652.17	23684.76	10181.74	15366.42	2792.67	19833.92	32116.0	17395.92	36086.5	5661.17	19192.16	12802.09	27734.16	23408.5	29445.74	19158.17	17014.42	18234.58	23836.66	18710.33	21852.76	24692.91	27517.75	26558.99	11216.51	12389.08	11805.67	12597.74	6686.66	11962.5	6935.17	17041.08	10130.76	11040.08	6316.67	18478.5	3472.67	8112.17	4882.33	24082.33	6157.58	6283.92	16401.08	11017.5	15116.67
DSERDEAM-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
