function	W1_CLT_1_tags	W1_CLT_2_tags	W1_CLT_3_tags	W1_CLT_4_tags	W1_CLT_5_tags	W1_DSS_1_tags	W1_DSS_2_tags	W1_DSS_3_tags	W1_DSS_4_tags	W1_DSS_5_tags	W1_LbGP_1_tags	W1_LbGP_2_tags	W1_LbGP_3_tags	W1_LbGP_4_tags	W1_LbGP_5_tags	W2_CLT_1_tags	W2_CLT_2_tags	W2_CLT_3_tags	W2_CLT_4_tags	W2_CLT_5_tags	W2_DSS_1_tags	W2_DSS_2_tags	W2_DSS_3_tags	W2_DSS_4_tags	W2_DSS_5_tags	W2_LbGP_1_tags	W2_LbGP_2_tags	W2_LbGP_3_tags	W2_LbGP_4_tags	W2_LbGP_5_tags	W3_CLT_1_tags	W3_CLT_2_tags	W3_CLT_3_tags	W3_CLT_4_tags	W3_CLT_5_tags	W3_DSS_1_tags	W3_DSS_2_tags	W3_DSS_3_tags	W3_DSS_4_tags	W3_DSS_5_tags	W3_LbGP_1_tags	W3_LbGP_2_tags	W3_LbGP_3_tags	W3_LbGP_4_tags	W3_LbGP_5_tags
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	18490.67	24008.09	12139.41	18741.75	2963.0	13912.42	26750.0	17619.0	30336.75	7606.75	21379.08	13294.42	29310.33	23027.75	29876.41	26460.17	18992.67	25076.75	34119.83	27206.08	25029.34	27254.58	31196.0	29786.41	15572.59	13428.58	15163.42	14188.91	9890.08	13632.75	7499.5	15464.58	15582.34	11738.33	9912.5	23445.75	4609.92	8383.5	8593.75	29791.25	7997.25	7964.75	24972.5	10985.0	18751.17
1.1.1.215-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
1.1.1.251-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
1.1.1.261-RXN	445.0	325.0	1604.0	4473.0	175.0	333.0	103.0	312.0	177.0	1277.0	300.0	2031.0	104.0	616.0	79.0	6625.0	45.0	9601.0	8641.0	10695.0	56.0	51.0	44.0	85.0	1846.0	1730.0	3574.0	1241.0	2694.0	1401.0	810.0	337.0	4706.0	132.0	2183.0	171.0	937.0	762.0	2698.0	170.0	1643.0	1077.0	3383.0	219.0	3106.0
1.1.1.271-RXN	5609.67	920.42	2396.08	6972.08	754.33	5363.42	19866.0	18009.33	23139.75	3635.08	12212.75	4937.75	22125.0	16707.75	25095.08	4323.17	987.67	1072.42	1218.5	1222.08	25379.67	24635.25	30287.0	27022.08	7142.92	2153.58	2968.42	6132.58	2268.75	3422.75	1229.83	1433.58	3477.67	1780.33	2978.83	20069.75	978.92	486.83	994.42	35240.92	2028.92	3789.08	4316.17	7150.0	3925.17
1.1.1.39-RXN	9221.5	22590.67	7164.33	8170.67	1912.67	9450.5	10159.0	1715.92	11502.75	2020.42	7002.08	5455.67	4690.83	7293.75	5501.33	13727.0	13700.75	13901.83	20810.83	15162.25	330.42	2987.33	869.75	2788.58	3433.92	9059.5	8333.25	7931.83	3970.58	8925.75	5202.67	13450.5	6036.42	8797.75	2480.17	3276.75	2287.75	7337.67	3190.58	703.08	3962.33	1844.17	6460.58	3754.5	10111.5
1.1.1.83-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
1.11.1.15-RXN	32993.67	47755.93	20618.570000000003	27244.59	6029.34	37719.92	75012.0	33986.84	84291.75	10286.09	45334.74	25797.26	72864.98999999999	57126.75	77539.57	31401.17	34832.17	24333.91	39103.49000000001	25860.08	56694.17999999999	59861.74000000001	66429.5	68047.07	25022.93	24441.08	21549.42	29797.070000000003	12675.74	25659.75	13999.84	33292.08	18728.18	23535.83	13191.84	56603.75	6792.92	15785.84	7911.41	82977.91	12465.41	14757.59	32266.66	24928.0	29350.17
1.12.1.3-RXN	1115.5	436.25	641.0	2106.0	354.0	10900.0	39496.5	20569.75	44905.75	4142.75	21438.5	11665.25	49209.0	33067.5	52273.75	751.5	510.25	972.25	979.25	1625.75	43231.75	39708.25	46736.75	46884.5	13100.75	4264.0	2329.0	13741.5	1873.75	7946.25	547.5	538.5	1546.5	1069.5	2628.5	39772.0	746.0	509.5	1659.5	70276.75	1430.0	960.5	1508.75	2041.0	1825.25
1.15.1.2-RXN	826.5	338.0	1816.0	5999.0	189.0	509.5	197.0	385.25	343.75	1284.75	421.75	2426.0	515.5	1157.75	435.0	7089.0	335.75	10306.5	8894.5	12134.25	62.75	60.0	60.75	91.25	1854.25	3278.5	4217.25	1265.5	2733.25	1411.75	1660.0	4495.5	4892.75	237.75	2214.5	188.75	1027.75	1604.0	2714.25	187.75	1868.0	1298.5	4135.25	1027.5	4020.5
1.17.1.1-RXN	1929.0	137.0	662.0	575.0	102.0	667.0	3230.0	376.0	3274.0	750.0	3469.0	1298.0	5166.0	2749.0	4573.0	1207.0	2328.0	706.0	1965.0	973.0	3273.0	3340.0	4126.0	4466.0	2690.0	1496.0	694.0	546.0	689.0	475.0	612.0	2255.0	944.0	684.0	1455.0	4922.0	320.0	368.0	1040.0	5605.0	436.0	835.0	5950.0	565.0	1450.0
1.17.4.2-RXN	17347.17	23923.84	11932.41	21256.75	2915.0	14042.42	23881.5	20116.75	27879.5	7162.5	18697.08	14900.17	31330.33	23656.75	30654.66	26211.67	17274.92	25832.5	32685.58	29146.83	26479.09	27715.33	31695.75	28914.41	14303.34	15173.58	15922.92	15360.41	9394.83	14420.0	8614.0	21562.08	15075.34	11310.33	8586.0	18619.25	4529.42	9740.0	7668.75	24294.0	8109.25	7634.25	20583.25	12104.0	19235.92
1.18.1.2-RXN	5574.0	1363.67	4582.08	10236.42	1021.67	10332.25	21791.5	4282.67	23539.25	2974.92	10317.33	7522.67	16524.83	13689.0	18488.83	10216.0	3603.0	14164.83	11357.58	15469.75	10781.17	11338.83	12929.5	14934.83	6964.92	6402.75	6928.0	4203.58	5268.08	3161.75	3224.67	7112.25	8776.92	2345.25	5872.17	15258.5	2072.0	2264.67	4253.83	23390.08	3854.58	5420.42	13289.83	6208.5	8072.25
1.2.1.2-RXN	4166.0	525.34	1516.66	1443.34	389.34	14824.0	23670.0	1535.34	24616.0	1647.34	9858.66	7479.34	16896.66	11906.0	16876.66	2546.0	4864.0	6930.66	4068.66	5412.0	6837.34	8320.66	9202.0	11566.66	5723.34	4268.0	1922.0	1434.66	1658.66	1340.0	1239.34	4530.0	1911.34	1392.0	2931.34	10060.0	698.0	769.34	2100.66	11306.66	900.66	1689.34	11918.66	1146.0	2914.0
1.2.4.4-RXN	5605.84	199.09	608.6600000000002	6376.66	137.66	3069.34	10295.5	23934.91	13157.25	4428.91	8997.5	3716.75	15235.0	11418.5	16730.91	4742.84	170.09	1103.09	1328.75	769.9100000000002	24174.59	24160.75	31206.25	23307.16	6161.59	1224.66	1813.34	3971.16	629.25	2388.75	426.16	2020.16	695.8399999999998	459.16	900.16	10102.0	366.34	284.16	574.84	17796.59	603.34	768.16	1850.59	4557.0	2178.09
1.2.7.4-RXN	890.0	650.0	3208.0	8946.0	350.0	666.0	206.0	624.0	354.0	2554.0	600.0	4062.0	208.0	1232.0	158.0	13250.0	90.0	19202.0	17282.0	21390.0	112.0	102.0	88.0	170.0	3692.0	3460.0	7148.0	2482.0	5388.0	2802.0	1620.0	674.0	9412.0	264.0	4366.0	342.0	1874.0	1524.0	5396.0	340.0	3286.0	2154.0	6766.0	438.0	6212.0
1.2.7.5-RXN	3858.0	274.0	1324.0	1150.0	204.0	1334.0	6460.0	752.0	6548.0	1500.0	6938.0	2596.0	10332.0	5498.0	9146.0	2414.0	4656.0	1412.0	3930.0	1946.0	6546.0	6680.0	8252.0	8932.0	5380.0	2992.0	1388.0	1092.0	1378.0	950.0	1224.0	4510.0	1888.0	1368.0	2910.0	9844.0	640.0	736.0	2080.0	11210.0	872.0	1670.0	11900.0	1130.0	2900.0
1.2.7.8-RXN	569.0	231.5	336.0	1072.0	190.0	5672.0	19835.0	11648.5	22694.5	2216.5	10991.0	6889.5	27786.0	17681.0	28456.5	391.0	269.5	511.5	501.5	830.5	23970.5	21745.5	25664.5	25233.0	7252.5	2204.0	1248.0	7705.0	994.5	4593.5	287.0	287.0	805.0	557.0	1347.0	19916.0	402.0	275.0	871.0	35174.5	764.0	511.0	782.5	1054.0	965.5
1.3.1.9-RXN	18330.17	23798.84	10703.41	14804.75	2883.0	16415.42	36564.5	23131.25	41507.0	7438.0	26574.58	14708.17	43099.33	31252.25	44025.66	20030.67	19082.42	15731.5	25729.58	16926.33	36958.59	38076.33	43984.25	42317.91	17352.84	12800.58	12213.42	16800.41	7693.33	14528.5	6833.0	15271.08	11278.84	11884.83	8403.0	33232.75	3873.92	7759.0	6331.25	47208.5	6736.25	7143.25	21980.75	11293.0	16127.92
1.3.99.5-RXN	2425.0	700.75	1901.75	3055.75	595.0	462.75	189.0	2760.0	506.75	338.75	557.75	2139.75	6394.0	2326.75	4665.75	1719.5	758.0	238.75	225.5	284.75	4733.0	3811.25	4620.0	3606.75	1431.25	176.25	1459.75	1705.25	1438.75	1264.75	854.5	279.25	2653.0	1222.0	1649.5	201.75	610.25	219.5	218.75	106.25	1350.25	3144.75	2916.5	4215.0	2323.5
1.4.1.21-RXN	3880.5	300.75	1355.0	1188.0	230.0	1778.0	6633.5	3479.25	7031.25	1790.25	7481.5	4709.75	16695.0	7792.5	13785.25	2444.5	4684.75	1462.75	3953.75	1981.25	11255.25	10462.75	12844.25	12513.5	6784.25	3136.0	1555.0	2760.5	1493.25	2190.75	1250.5	4545.5	1951.5	1412.5	2975.5	9904.0	698.0	776.5	2162.5	11282.25	970.0	1731.5	11956.25	1197.0	3005.75
1.5.1.20-RXN	5946.67	1282.09	3959.41	11093.75	953.0	10049.42	18830.0	15616.0	21486.75	4167.75	9021.08	8079.42	17981.33	13981.75	19450.41	10849.17	1030.67	13227.75	9701.83	13270.08	18305.34	18416.58	22566.0	19389.41	6938.59	3563.58	6352.42	5360.91	4721.08	3962.75	1930.5	1672.58	7856.34	1690.33	4564.5	10450.75	1801.92	1168.5	3349.75	17944.25	3402.25	4681.75	7373.5	6917.0	6661.17
1.5.1.34-RXN	7404.34	346.01	1198.99	6562.33	237.33	7645.34	12213.0	18878.33	14118.0	4144.33	8431.33	4011.67	9790.33	8531.0	10940.99	5820.34	2467.34	4312.67	3112.33	3060.66	15608.01	17448.33	22975.0	16473.989999999998	5397.01	2256.66	2150.34	835.99	961.33	762.0	902.33	4141.66	1249.01	876.66	1692.33	5174.0	514.34	531.3299999999998	1189.67	5862.67	671.6700000000002	1357.33	7418.67	4603.0	3152.34
1.5.1.7-RXN	5792.67	1156.42	3863.08	10947.08	860.33	3304.42	10225.0	15224.33	12452.75	4094.08	7560.75	5637.75	14699.0	10777.75	15585.08	10783.17	926.67	10468.42	9632.5	11537.08	18159.67	17596.25	22091.0	18072.08	6766.92	2925.58	6085.42	5189.58	4580.75	3767.75	1922.83	1662.58	7844.67	1678.33	4553.83	10342.75	1772.92	1151.83	3339.42	17895.92	3387.92	4672.08	7364.17	6909.0	6654.17
1.6.4.4-RXN	7584.67	1219.76	3113.74	7342.42	972.67	17128.42	30562.0	16071.67	33617.75	3714.42	13650.41	9788.09	26325.66	19318.75	27809.74	5497.17	3417.67	7092.08	3095.16	5281.08	21668.01	22525.91	27123.0	25087.74	7954.26	3967.58	3739.42	4837.24	2856.41	3231.75	1740.17	3600.58	4106.01	2254.33	3847.17	15309.75	1213.92	791.17	1702.08	23427.58	2209.58	4449.42	9949.83	7271.0	5012.17
1.7.2.2-RXN	546.5	204.75	305.0	1034.0	164.0	5228.0	19661.5	8921.25	22211.25	1926.25	10447.5	4775.75	21423.0	15386.5	23817.25	360.5	240.75	460.75	477.75	795.25	19261.25	17962.75	21072.25	21651.5	5848.25	2060.0	1081.0	6036.5	879.25	3352.75	260.5	251.5	741.5	512.5	1281.5	19856.0	344.0	234.5	788.5	35102.25	666.0	449.5	726.25	987.0	859.75
1.7.2.3-RXN	4166.0	525.34	1516.66	1443.34	389.34	14824.0	23670.0	1535.34	24616.0	1647.34	9858.66	7479.34	16896.66	11906.0	16876.66	2546.0	4864.0	6930.66	4068.66	5412.0	6837.34	8320.66	9202.0	11566.66	5723.34	4268.0	1922.0	1434.66	1658.66	1340.0	1239.34	4530.0	1911.34	1392.0	2931.34	10060.0	698.0	769.34	2100.66	11306.66	900.66	1689.34	11918.66	1146.0	2914.0
1.8.1.4-RXN	16401.17	23661.84	10041.41	14229.75	2781.0	15748.42	33334.5	22755.25	38233.0	6688.0	23105.58	13410.17	37933.33	28503.25	39452.66	18823.67	16754.42	15025.5	23764.58	15953.33	33685.59	34736.33	39858.25	37851.91	14662.84	11304.58	11519.42	16254.41	7004.33	14053.5	6221.0	13016.08	10334.84	11200.83	6948.0	28310.75	3553.92	7391.0	5291.25	41603.5	6300.25	6308.25	16030.75	10728.0	14677.92
1.8.4.12-RXN	14124.17	23097.09	7819.41	10171.75	2423.0	12088.92	20178.0	16316.25	23601.5	3560.5	13962.83	7031.42	19181.83	16839.5	20928.41	11260.17	14537.42	5168.25	13161.33	5309.33	18378.09	20481.58	22872.75	20690.66	6508.84	8525.08	7270.67	10639.41	3163.33	9891.5	5505.5	14439.08	4469.09	10212.08	2668.0	13277.5	2186.67	6965.5	1134.0	18259.0	4064.25	4362.25	7058.75	10225.5	10553.67
1.8.4.8-RXN	2814.67	167.34	316.66	3067.0	114.0	6861.67	8794.0	9447.0	9939.0	1734.0	3211.33	2577.67	3953.33	4493.0	5116.66	2339.67	121.67	3183.0	608.33	1910.33	6240.34	7464.33	9662.0	6662.66	1439.34	699.33	861.67	230.66000000000003	206.33	241.0	149.0	948.33	158.33999999999997	102.33	124.0	180.0	111.67	90.0	80.0	153.0	125.0	266.0	739.0	2023.0	854.67
1.8.5.2-RXN	262.0	89.0	137.0	498.0	69.0	2392.0	9744.0	3097.0	10864.0	818.0	4952.0	1331.0	7530.0	6546.0	9589.0	165.0	106.0	205.0	227.0	380.0	7276.0	7090.0	8240.0	9035.0	2222.0	958.0	457.0	2184.0	382.0	1056.0	117.0	108.0	339.0	234.0	608.0	9898.0	143.0	97.0	353.0	17515.0	284.0	194.0	335.0	460.0	377.0
1PFRUCTPHOSN-RXN	9221.5	22590.67	7164.33	8170.67	1912.67	9450.5	10159.0	1715.92	11502.75	2020.42	7002.08	5455.67	4690.83	7293.75	5501.33	13727.0	13700.75	13901.83	20810.83	15162.25	330.42	2987.33	869.75	2788.58	3433.92	9059.5	8333.25	7931.83	3970.58	8925.75	5202.67	13450.5	6036.42	8797.75	2480.17	3276.75	2287.75	7337.67	3190.58	703.08	3962.33	1844.17	6460.58	3754.5	10111.5
1TRANSKETO-RXN	11852.67	2776.93	10960.07	34613.09	1901.34	27152.42	40490.0	23605.34	45326.75	9523.09	18128.24	26951.26	45218.99	32826.25	43405.57	34908.17	5503.67	52589.91	39296.99	58500.08	31496.68	31169.74	37059.0	33945.57	18367.93	21104.58	22495.92	13456.57	14238.74	11576.75	10140.84	29980.58	24189.18	3517.83	12909.84	16328.25	5651.42	8988.84	12766.91	24406.91	10341.91	10219.09	28117.16	13140.0	23141.67
2-DEHYDROPANTOATE-REDUCT-RXN	6031.17	910.51	3089.99	10361.67	618.6700000000002	18063.17	30917.0	19151.42	34421.25	5240.92	14601.41	14301.84	33173.16	22738.75	32857.49	10927.67	3052.92	17261.33	11811.66	17201.08	26416.26	26340.16	31748.25	28735.24	11185.76	7357.83	6830.92	7734.49	4381.41	5860.25	2598.67	7887.83	6472.76	1359.08	4543.17	15416.75	1747.42	2256.67	4362.58	23653.58	2923.33	2726.17	11281.08	4217.5	6920.67
2-HALOACID-DEHALOGENASE-RXN	8884.5	22229.0	5601.0	4049.0	1714.0	4764.5	11195.0	4109.25	13155.75	1487.75	10193.75	2314.0	8834.5	10019.75	11146.0	7201.0	13657.75	1746.5	12327.5	3114.25	7404.75	9206.0	8590.75	10421.25	3638.25	7649.5	4949.25	8703.5	1518.25	8385.75	4502.0	13211.5	1657.75	8887.75	894.5	12895.75	1464.75	6656.0	835.25	17999.75	2589.0	951.5	3403.25	3987.5	7375.5
2-ISOPROPYLMALATESYN-RXN	13578.51	1515.4299999999996	5274.07	19035.41	1111.66	11126.26	22532.0	34175.91	26737.5	8246.16	16113.83	10044.42	24900.83	19850.5	26882.07	17067.510000000002	3684.76	15486.59	12998.33	16036.99	33774.43	35053.58	45082.75	34552.32	12172.18	6730.74	8879.01	6050.07	5581.33	4540.5	3675.16	9962.74	9280.43	2660.74	6277.66	15534.5	2378.01	2525.16	4545.34	23776.34	4284.59	6250.91	15535.09	12320.5	10721.01
2-NITROPROPANE-DIOXYGENASE-RXN	1929.0	137.0	662.0	575.0	102.0	667.0	3230.0	376.0	3274.0	750.0	3469.0	1298.0	5166.0	2749.0	4573.0	1207.0	2328.0	706.0	1965.0	973.0	3273.0	3340.0	4126.0	4466.0	2690.0	1496.0	694.0	546.0	689.0	475.0	612.0	2255.0	944.0	684.0	1455.0	4922.0	320.0	368.0	1040.0	5605.0	436.0	835.0	5950.0	565.0	1450.0
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	10095.17	1857.09	5025.16	10711.5	1518.0	12794.17	31716.5	18809.75	35471.25	4507.25	17156.33	8703.42	30604.33	22693.0	33559.91	7285.17	4148.92	4725.75	3454.58	4177.58	28822.09	28824.08	34915.75	32830.66	10031.59	4319.83	5222.17	6886.66	4421.58	4116.75	2677.5	3942.33	7022.84	3653.83	6028.5	25241.5	1880.17	1050.5	2181.0	40928.25	3731.5	7717.0	13135.75	11871.0	7599.92
2-OXOBUTYRATE-SYNTHASE-RXN	12115.17	1706.09	6157.41	14344.75	1273.0	12226.92	28614.0	16817.25	31475.5	6425.5	19549.83	12368.42	33890.83	22770.5	33525.41	14934.17	8305.42	16051.25	15850.33	17628.33	28131.09	28445.58	34960.75	32793.66	15016.84	9600.08	9077.67	7023.41	6827.33	5398.5	4616.5	12596.08	10875.09	3848.08	8961.0	25234.5	2852.67	3114.5	6486.0	34777.0	4935.25	7408.25	25975.75	9420.5	11925.67
2-OXOGLUTARATE-SYNTHASE-RXN	15860.0	4649.5	12095.5	20824.5	3915.0	14736.5	49854.0	32045.0	57360.5	6122.5	28106.5	19493.5	76014.0	46690.5	75939.5	11142.0	5078.0	2457.5	2488.0	3608.5	64778.0	58317.5	68920.0	66815.5	19697.5	5847.5	11043.5	21151.5	10542.5	12868.5	5712.0	2215.5	17613.0	8502.0	12937.0	50700.5	4376.5	1802.0	3077.5	88212.5	9521.5	19838.5	19174.0	27590.0	15826.0
2.1.1.130-RXN	729.5	440.75	1772.0	5009.0	270.0	3169.0	10020.5	6136.25	11524.25	2385.25	5795.5	5475.75	13997.0	9456.5	14307.25	6820.5	179.75	9856.75	8891.75	11110.25	12041.25	10923.75	12876.25	12701.5	5472.25	2832.0	4198.0	5093.5	3191.25	3697.75	953.5	480.5	5108.5	410.5	2856.5	10129.0	1138.0	899.5	3133.5	17757.25	2025.0	1332.5	3774.25	746.0	3588.75
2.1.1.131-RXN	445.0	325.0	1604.0	4473.0	175.0	333.0	103.0	312.0	177.0	1277.0	300.0	2031.0	104.0	616.0	79.0	6625.0	45.0	9601.0	8641.0	10695.0	56.0	51.0	44.0	85.0	1846.0	1730.0	3574.0	1241.0	2694.0	1401.0	810.0	337.0	4706.0	132.0	2183.0	171.0	937.0	762.0	2698.0	170.0	1643.0	1077.0	3383.0	219.0	3106.0
2.1.1.132-RXN	729.5	440.75	1772.0	5009.0	270.0	3169.0	10020.5	6136.25	11524.25	2385.25	5795.5	5475.75	13997.0	9456.5	14307.25	6820.5	179.75	9856.75	8891.75	11110.25	12041.25	10923.75	12876.25	12701.5	5472.25	2832.0	4198.0	5093.5	3191.25	3697.75	953.5	480.5	5108.5	410.5	2856.5	10129.0	1138.0	899.5	3133.5	17757.25	2025.0	1332.5	3774.25	746.0	3588.75
2.1.1.133-RXN	445.0	325.0	1604.0	4473.0	175.0	333.0	103.0	312.0	177.0	1277.0	300.0	2031.0	104.0	616.0	79.0	6625.0	45.0	9601.0	8641.0	10695.0	56.0	51.0	44.0	85.0	1846.0	1730.0	3574.0	1241.0	2694.0	1401.0	810.0	337.0	4706.0	132.0	2183.0	171.0	937.0	762.0	2698.0	170.0	1643.0	1077.0	3383.0	219.0	3106.0
2.1.1.151-RXN	729.5	440.75	1772.0	5009.0	270.0	3169.0	10020.5	6136.25	11524.25	2385.25	5795.5	5475.75	13997.0	9456.5	14307.25	6820.5	179.75	9856.75	8891.75	11110.25	12041.25	10923.75	12876.25	12701.5	5472.25	2832.0	4198.0	5093.5	3191.25	3697.75	953.5	480.5	5108.5	410.5	2856.5	10129.0	1138.0	899.5	3133.5	17757.25	2025.0	1332.5	3774.25	746.0	3588.75
2.1.1.34-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
2.1.1.63-RXN	21241.84	23863.43	11064.07	18861.75	2916.0	20617.59	35535.0	26827.25	40265.5	8071.5	24412.16	14236.09	33571.16	27446.5	35270.07	22638.84	19360.09	19364.25	26340.66	19860.66	31220.43	34676.91	40830.75	36370.32	15174.18	13946.41	13094.34	13203.07	7441.66	12483.5	7688.5	20234.41	11221.43	11814.41	7885.0	23472.5	3875.34	8553.5	5992.0	29792.0	6704.25	7375.25	23080.75	13597.5	17414.34
2.1.1.64-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
2.1.1.72-RXN	63186.01	114160.69	37337.81	41375.17	10791.67	52711.51	91557.0	58688.67	105421.5	17935.17	69955.32	35691.68	91770.32	77332.0	96775.31	61904.01	76427.01	40618.33	86219.82	43286.49	77409.69	87436.32	95015.0	92302.31	37867.19	43968.49000000001	37695.01	52990.81000000001	18413.82	50996.5	25515.67	64397.49	25553.19	49055.49	16313.67	70807.0	11443.01	34091.67	13143.33	90449.83	19865.83	15778.17	47212.33	33826.0	51748.51
2.1.1.74-RXN	8622.5	22140.0	5464.0	3551.0	1645.0	2372.5	1451.0	1012.25	2291.75	669.75	5241.75	983.0	1304.5	3473.75	1557.0	7036.0	13551.75	1541.5	12100.5	2734.25	128.75	2116.0	350.75	1386.25	1416.25	6691.5	4492.25	6519.5	1136.25	7329.75	4385.0	13103.5	1318.75	8653.75	286.5	2997.75	1321.75	6559.0	482.25	484.75	2305.0	757.5	3068.25	3527.5	6998.5
2.1.1.77-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
2.1.1.79-RXN	8840.0	22577.67	6952.33	6644.67	1898.67	9274.0	10065.0	1642.67	11336.0	2012.67	6880.33	5060.67	4279.33	6752.0	5145.33	13263.0	13410.0	13196.33	20557.33	13723.0	323.67	2978.33	853.0	2782.33	3425.67	7511.0	7690.0	7907.33	3931.33	8915.0	4352.67	9292.0	5849.67	8692.0	2448.67	3259.0	2197.0	6495.67	3174.33	685.33	3737.33	1622.67	5708.33	2946.0	9197.0
2.3.1.118-RXN	154.0	125.67	96.33	146.67	92.67	6745.0	8605.0	391.67	9034.0	73.67	1460.33	2441.67	3282.33	3204.0	3865.33	66.0	104.0	2759.33	69.33	1733.0	145.67	820.33	475.0	1317.33	171.67	638.0	267.0	171.33	140.33	195.0	7.67	10.0	11.67	12.0	10.67	108.0	29.0	16.67	10.33	48.33	14.33	9.67	9.33	8.0	7.0
2.3.1.128-RXN	22651.17	45347.01	14998.99	18310.67	3934.67	19508.17	23643.0	12789.92	27017.75	6443.42	19102.41	11950.34	14807.16	18083.75	16470.989999999998	30470.67	29456.42	28227.83	43872.16	30035.58	10021.76	15949.66	15035.75	15382.24	10817.26	18127.83	17311.92	16444.489999999998	8656.91	18361.75	10308.67	25935.83	12976.76	18264.08	6497.17	11529.75	4887.42	14274.67	7474.58	7098.08	8246.33	4558.17	18848.58	9280.5	21606.17
2.3.1.157-RXN	10705.5	22402.67	6222.33	4272.67	1839.67	9784.5	13286.0	1779.92	14599.75	1493.42	10171.08	4722.67	9752.83	9426.75	9995.33	8309.0	15983.75	5006.83	14134.83	5440.25	3547.42	6276.33	4951.75	7169.58	4277.92	8825.5	5453.25	7236.83	1965.58	7999.75	5004.67	15368.5	2274.42	9349.75	1752.17	8027.75	1670.75	6943.67	1532.58	6138.08	2755.33	1602.17	9027.58	4100.5	8455.5
2.3.1.179-RXN	16270.67	23671.76	9969.74	13840.42	2778.67	19657.42	32022.0	17322.67	35919.75	5653.42	19070.41	12407.09	27322.66	22866.75	29089.74	18694.17	16723.67	17529.08	23583.16	17271.08	21846.01	24683.91	27501.0	26552.74	11208.26	10840.58	11162.42	12573.24	6647.41	11951.75	6085.17	12882.58	9944.01	10934.33	6285.17	18460.75	3381.92	7270.17	4866.08	24064.58	5932.58	6062.42	15648.83	10209.0	14202.17
2.3.1.180-RXN	19372.67	24567.34	12248.16	18319.5	3540.0	21439.17	53185.0	34436.5	60951.0	8953.0	34110.83	20325.67	65750.33	46216.5	67935.66	20903.67	17753.17	15725.0	24467.83	17033.33	57679.84	56510.33	65550.5	63110.16	21942.34	13540.83	14060.17	23996.16	9322.33	18671.0	7336.0	13546.83	13729.34	12935.33	9879.0	48368.5	4508.17	7845.0	6298.5	76812.0	8316.5	9902.5	19673.5	15930.0	17861.17
