CLT	DSS	LbGP	MeanDecreaseAccuracy	MeanDecreaseGini
OTU000262	0	0	0.000333333333333333	7.69230769230769e-05	0.0090171277997365
OTU000244	0.000142857142857143	0	0	7.69230769230769e-05	0.0185870502046973
OTU000461	0	0	0.000333333333333333	7.69230769230769e-05	0.0123390804597701
OTU000492	0	0	0.00025	7.69230769230769e-05	0.00536666666666667
OTU000557	0	0	0.00025	7.69230769230769e-05	0.0185096153846154
OTU000573	0	0	5e-04	7.69230769230769e-05	0.00209523809523809
OTU000739	0	0	0.000333333333333333	7.69230769230769e-05	0.0100288461538462
OTU000784	0	0.00025	0	7.69230769230769e-05	0.0015
OTU000973	0	0.00025	0	7.69230769230769e-05	0.00327272727272727
OTU001012	2e-04	0	0	7.69230769230769e-05	0.00857777777777778
OTU001119	0.000166666666666667	0	0	7.69230769230769e-05	0.00520193236714976
OTU001250	0.000166666666666667	0	0	7.69230769230769e-05	0.00186666666666667
OTU001387	0	0.000166666666666667	0	7.69230769230769e-05	0.0035
OTU000273	-0.000285714285714286	0.000333333333333333	0.001	7.61904761904762e-05	0.0125131313131313
OTU000358	-0.000476190476190476	0	0.000833333333333333	7.55952380952381e-05	0.012986790986791
OTU000074	5e-04	0	0	7.14285714285714e-05	0.00706666666666667
OTU000240	0	0	5e-04	7.14285714285714e-05	0.00361111111111111
OTU000200	-0.00025	0.000166666666666667	0.000333333333333333	7.14285714285714e-05	0.00631428571428571
OTU000271	0.000125	0	0	7.14285714285714e-05	0.00707350427350428
OTU000371	0	2e-04	0	7.14285714285714e-05	0.003375
OTU000429	0	0.000142857142857143	0	7.14285714285714e-05	0.00433333333333333
OTU000532	0	0.000125	0	7.14285714285714e-05	0.00673611111111111
OTU000625	0	0.000166666666666667	0	7.14285714285714e-05	0.00188888888888889
OTU000533	0.00025	0	0	7.14285714285714e-05	0.00538888888888889
OTU000622	0	5e-04	0	7.14285714285714e-05	0.00189473684210526
OTU000683	0.000125	0	0	7.14285714285714e-05	0.00338461538461539
OTU000702	0	2e-04	0	7.14285714285714e-05	0.00811451612903226
OTU000688	0	2e-04	0	7.14285714285714e-05	0.0048719298245614
OTU000802	0	0	2e-04	7.14285714285714e-05	0.00183333333333333
OTU000910	0	0.00025	0	7.14285714285714e-05	0.00188888888888889
OTU000972	0	0.00025	0	7.14285714285714e-05	0.00186666666666667
OTU001083	0	0	0.00025	7.14285714285714e-05	0.00773882783882784
OTU001154	0	0.000166666666666667	0	7.14285714285714e-05	0.00483689839572193
OTU001430	0.00025	0	0	7.14285714285714e-05	0.001875
OTU001228	0	0	5e-04	7.14285714285714e-05	0.00186666666666667
OTU000370	-0.000142857142857143	0.000285714285714286	-0.00025	7.03962703962704e-05	0.0231064594803439
OTU000070	0	0	2e-04	6.66666666666667e-05	0.019431221001221
OTU000124	0	0.000125	0	6.66666666666667e-05	0.00433333333333333
OTU000213	0.000125	0	0	6.66666666666667e-05	0.00583333333333333
OTU000281	0	0	0.000333333333333333	6.66666666666667e-05	0.00957619047619048
OTU000319	0.000125	0	0	6.66666666666667e-05	0.0128917805878332
OTU000344	0.000142857142857143	0	0	6.66666666666667e-05	0.00895897435897436
OTU000382	0.000142857142857143	0	0	6.66666666666667e-05	0.00184615384615385
OTU000432	0	0	0.00025	6.66666666666667e-05	0.00327272727272727
OTU000626	0.000166666666666667	0	0	6.66666666666667e-05	0.00783333333333333
OTU000652	0.000142857142857143	0	0	6.66666666666667e-05	0.00160952380952381
OTU000617	0	0.000166666666666667	0	6.66666666666667e-05	0.00414848484848485
OTU000781	0	0.000333333333333333	0	6.66666666666667e-05	0.01279360650243
OTU000790	0	0	2e-04	6.66666666666667e-05	0.00376111111111111
OTU000800	0.000142857142857143	0	0	6.66666666666667e-05	0.00185714285714286
OTU000871	0	0	2e-04	6.66666666666667e-05	0.00177777777777778
OTU000926	0	0.00025	0	6.66666666666667e-05	0.00567251461988304
OTU000766	0	0	0.00025	6.66666666666667e-05	0.0015
OTU000998	0	0.000111111111111111	0	6.66666666666667e-05	0.00172527472527472
OTU001120	0	0	0.00025	6.66666666666667e-05	0.00372294372294372
OTU000190	0.000416666666666667	0.000285714285714286	-6e-04	6.25e-05	0.01475
OTU000148	0	0	0.000333333333333333	6.25e-05	0.001875
OTU000259	-0.000125	0	0.001	6.25e-05	0.0133259090909091
OTU000249	-2e-04	0.000333333333333333	0	6.25e-05	0.00592982456140351
OTU000261	0.000125	0	0	6.25e-05	0.00801472308221534
OTU000303	0	0.000166666666666667	0	6.25e-05	0.00941816078658184
OTU000256	0.000125	0	0	6.25e-05	0.0066732905982906
OTU000367	0	0	0.000166666666666667	6.25e-05	0.00341818181818182
OTU000446	0	0	0.000333333333333333	6.25e-05	0.00532330827067669
OTU000544	0	0.000166666666666667	0	6.25e-05	0.00471428571428571
OTU000832	2e-04	0	0	6.25e-05	0.00133333333333333
OTU000776	0.000142857142857143	0	0	6.25e-05	0.003025
OTU001041	0.000166666666666667	0	0	6.25e-05	0.00513684210526316
OTU001078	2e-04	0	0	6.25e-05	0.00171428571428571
OTU001222	0	0	2e-04	6.25e-05	0.001875
OTU001563	0.000111111111111111	0	0	6.25e-05	0.00184615384615385
OTU000612	0	0	3e-04	6.19047619047619e-05	0.0136595022624434
OTU000122	0	0	0.00025	5.88235294117647e-05	0.00428914141414142
OTU000400	0	0.000166666666666667	0	5.88235294117647e-05	0.00376470588235294
OTU000523	0.000142857142857143	0	0	5.88235294117647e-05	0.00452941176470588
OTU000472	2e-04	0	0	5.88235294117647e-05	0.00488456435205661
OTU000575	0	0.000166666666666667	0	5.88235294117647e-05	0.0128214285714286
OTU000624	0	0	2e-04	5.88235294117647e-05	0.0122862067457975
OTU000769	0.000166666666666667	0	0	5.88235294117647e-05	0.00322222222222222
OTU000806	0	0.000166666666666667	0	5.88235294117647e-05	0.0118483660130719
OTU000935	0	0.000142857142857143	0	5.88235294117647e-05	0.00317948717948718
OTU000750	0	0.000142857142857143	0	5.88235294117647e-05	0.0114988500663423
OTU000830	0	0	0.000142857142857143	5.88235294117647e-05	0.00338782608695652
OTU000859	0.00025	0	0	5.88235294117647e-05	0.00644871794871795
OTU001026	0	0	2e-04	5.88235294117647e-05	0.00184615384615385
OTU000038	-5e-04	0.000125	0.000166666666666667	5.72478991596639e-05	0.0243199643493761
OTU000275	0	0	0.000333333333333333	5.55555555555556e-05	0.0132933385579937
OTU000348	0	0	2e-04	5.55555555555556e-05	0.0089237012987013
OTU000375	0.000111111111111111	0	0	5.55555555555556e-05	0.001
OTU001046	0	0	2e-04	5.55555555555556e-05	0.00177777777777778
OTU001259	0	0	0.000166666666666667	5.55555555555556e-05	0.00959786096256685
OTU000674	2e-04	0	0	5.26315789473684e-05	0.00365217391304348
OTU001399	0	0	0.000333333333333333	5e-05	0.00535555555555556
OTU000325	0.000623809523809524	0	-5e-04	4.80769230769231e-05	0.0247085858585859
OTU000211	-0.000233333333333333	0.000285714285714286	0	4.61538461538462e-05	0.0071959595959596
OTU000452	0	0	0.000166666666666667	2.38095238095238e-05	0.00596666666666667
OTU000565	-0.000142857142857143	0.00025	0	2.13675213675214e-05	0.0100714285714286
OTU000365	8.33333333333333e-05	-2e-04	0.000333333333333333	1.94805194805195e-05	0.0130458525345622
OTU000528	0.000166666666666667	-2e-04	0	1.66666666666667e-05	0.00886507936507936
OTU000482	-0.000166666666666667	0.000142857142857143	0	1.44230769230769e-05	0.0100380966282295
OTU000135	0	2e-04	-2e-04	1.02564102564103e-05	0.0171282931121166
OTU000672	-0.00025	0	0.000142857142857143	8.92857142857142e-06	0.00733333333333333
OTU000001	0	0	-8.33333333333333e-05	6.4102564102564e-06	0.0156064773547746
OTU000264	0.000476190476190476	0	-5e-04	4.76190476190476e-06	0.00563923444976077
OTU000230	-5.83333333333333e-05	2e-04	-8.33333333333333e-05	5.95238095238093e-07	0.036820313020313
OTU000027	0	0	0	0	0.00357777777777778
OTU000028	0	-0.00025	0.000333333333333333	0	0.0103110859728507
OTU000060	0	0	0	0	0.00505714285714286
OTU000088	0	0	0	0	0.00687179487179487
OTU000094	0	0	0	0	0.002
OTU000077	0	0	0	0	0
OTU000125	0	0	0	0	0.001
OTU000139	0	0	0	0	0
OTU000165	0	0	0	0	0
OTU000144	0	0	0	0	0.001875
OTU000162	0	0	0	0	0.00545833333333333
OTU000158	0	0	0	0	0
OTU000171	0	0	0	0	0
OTU000167	0	0	0	0	0
OTU000186	0	0	0	0	0.00848840125391849
OTU000151	0	0	0	0	0.0024
OTU000183	0	0	0	0	0.00320833333333333
OTU000206	0	0	0	0	0
OTU000184	0	0	0	0	0
OTU000187	0	0	0	0	0.00984615384615385
OTU000220	0	0	0	0	0.00357266009852217
OTU000234	0	0	0	0	0.00583333333333333
OTU000218	0	0	0	0	0.00571666666666667
OTU000229	0	0.000142857142857143	-0.00025	0	0.00695798319327731
OTU000246	0	0	0	0	0.002
OTU000243	0	0	0	0	0
OTU000221	0	0	0	0	0.00536363636363636
OTU000237	0	0	0	0	0.0114808712958868
OTU000255	0	0	0	0	0.0065
OTU000274	0	0	0	0	0
OTU000291	0	0	0	0	0.00712464985994398
OTU000288	0	0	0	0	0.00185714285714286
OTU000329	0	0	0	0	0.00902405739421868
OTU000305	0	0	0	0	0
OTU000284	0	0	0	0	0.0024
OTU000286	0	0	0	0	0
OTU000267	0	0	0	0	0.010020757020757
OTU000304	0	0	0	0	0.000523809523809524
OTU000201	0	0	0	0	0
OTU000316	0	0	0	0	0
OTU000311	0	-2e-04	0.00025	0	0.004
OTU000315	0	0	0	0	0.00284615384615385
OTU000368	0	0	0	0	0
OTU000320	0	0	0	0	0.00371291866028708
OTU000333	0	0	0	0	0.00599222999222999
OTU000351	0	0	0	0	0
OTU000310	0	0	0	0	0
OTU000337	0	0	0	0	0.00566853146853147
OTU000381	0	0	0	0	0
OTU000355	2e-04	0	-5e-04	0	0.011859649122807
OTU000415	0	0	0	0	0
OTU000335	0	0	0	0	0
OTU000363	0	0	0	0	0
OTU000379	0	0	0	0	0.0015
OTU000330	0	0	0	0	0.00407142857142857
OTU000393	0	0	0	0	0.0118612914862915
OTU000388	0	0	0	0	0.00311111111111111
OTU000430	0	0	0	0	0.00739641943734015
OTU000398	0	0	0	0	0
OTU000403	0	0	0	0	0.0015
OTU000361	0	0	0	0	0
OTU000397	0	0	0	0	0.00357894736842105
OTU000422	0	0	0	0	0
OTU000392	0	0	0	0	0
OTU000426	0	0	0	0	0.0042
OTU000387	0	0	0	0	0.00664615384615385
OTU000417	0	0	0	0	0
OTU000405	0	0	0	0	0.00648611111111111
OTU000419	0	0	0	0	0.00388235294117647
OTU000412	0	0	0	0	0.00171428571428571
OTU000385	0	0	0	0	0
OTU000440	0	0	0	0	0.00283333333333333
OTU000457	0	0	0	0	0.00325
OTU000427	0	0	0	0	0.00181818181818182
OTU000409	0	0	0	0	0.00441666666666667
OTU000410	0	0	0	0	0
OTU000423	0	0	0	0	0.00313571428571429
OTU000447	0	0	0	0	0.00627272727272727
OTU000476	0	0	0	0	0
OTU000485	0	0	0	0	0
OTU000467	0	0	0	0	0
OTU000513	0	0	0	0	0
OTU000420	0	0	0	0	0.001
OTU000435	0	0	0	0	0.00941253400881884
OTU000431	0	0	0	0	0
OTU000439	0	0	0	0	0
OTU000442	0	0	0	0	0
OTU000444	0	0	0	0	0.00490833333333333
OTU000469	0	0	0	0	0
OTU000377	-0.000142857142857143	0	0.000333333333333333	0	0.0105521062271062
OTU000378	0	0	0	0	0
OTU000466	0	0	0	0	0
OTU000450	0.00025	0	-2e-04	0	0.0155379809818664
OTU000496	0	0	0	0	0
OTU000468	0	0	0	0	0.00181818181818182
OTU000480	0	0	0	0	0.005775
OTU000504	0	0	0	0	0
OTU000456	0	0	0	0	0
OTU000498	0	0	0	0	0.000382352941176471
OTU000514	0	0	0	0	0.00464615384615385
OTU000453	0	0	0	0	0.00778006878742173
OTU000487	0	0	0	0	0.00188888888888889
OTU000515	0	0	0	0	0.0044
OTU000484	0	0	0	0	0
OTU000506	0	0	0	0	0
OTU000509	0	0	0	0	0.00265151515151515
OTU000508	0	0	0	0	0.00188888888888889
OTU000534	0	0	0	0	0
OTU000470	0	0	0	0	0.00171428571428571
OTU000501	0	0	0	0	0.00183333333333333
OTU000527	0	0	0	0	0.002
OTU000455	0	0	0	0	0
OTU000493	0	0	0	0	0
OTU000505	0	0	0	0	0
OTU000475	0	0	0	0	0.00330909090909091
OTU000497	0	0	0	0	0.00717759103641457
OTU000524	0	0	0	0	0
OTU000481	0	0	0	0	0
OTU000462	0	0	0	0	0.0019
OTU000500	0	0	0	0	0
OTU000512	0	0	0	0	0
OTU000521	0	0	0	0	0.0015
OTU000553	0.000166666666666667	0	-5e-04	0	0.00233333333333333
OTU000489	0	0	0	0	0
OTU000522	0	0	0	0	0
OTU000530	0	0	0	0	0.0122191176470588
OTU000536	0	0	0	0	0
OTU000549	0	0	0	0	0
OTU000551	0	0	0	0	0.00181818181818182
OTU000567	0	0	0	0	0
OTU000571	0	0	0	0	0
OTU000579	0	0	0	0	0.00169005847953216
OTU000603	0	0	0	0	0.00186666666666667
OTU000459	0	0	0	0	0.00442857142857143
OTU000562	0	0	0	0	0.001875
OTU000537	0	0	0	0	0.00189473684210526
OTU000550	0	0	0	0	0
OTU000578	0	0	0	0	0.00191304347826087
OTU000507	0	0	0	0	0.00257142857142857
OTU000588	0	0	0	0	0
OTU000568	0	0	0	0	0
OTU000572	0	0	0	0	0
OTU000511	0	0	0	0	0.00190909090909091
OTU000539	0	0	0	0	0
OTU000554	0	0	0	0	0
OTU000396	0	0	0	0	0
OTU000556	0	0	0	0	0.001
OTU000560	0	0	0	0	0
OTU000563	0.00025	0	-0.00025	0	0.00498984593837535
OTU000574	0	0	0	0	0
OTU000543	0	0	0	0	0
OTU000592	0	0	0	0	0
OTU000602	0	0	0	0	0.00172527472527472
OTU000517	0	0	0	0	0.00882130004498425
OTU000535	0	0	0	0	0
OTU000586	0	0	0	0	0.00526190476190476
OTU000590	0	0	0	0	0.003
OTU000615	0	0	0	0	0.0035
OTU000559	0	0	0	0	0
OTU000569	0	0	0	0	0
OTU000593	0	0	0	0	0.00324444444444444
OTU000605	0	0	0	0	0
OTU000658	0	0	0	0	0
OTU000526	0	0	0	0	0.00158974358974359
OTU000587	0	0	0	0	0
OTU000598	0	0	0	0	0.00367948717948718
OTU000600	0	0	0	0	0.00181818181818182
OTU000621	0	0	0	0	0.0015
OTU000577	0	0	0	0	0
OTU000582	0	0	0	0	0
OTU000631	0	0	0	0	0
OTU000634	0	0	0	0	0.00338461538461539
OTU000538	0	0	0	0	0
OTU000669	0	0	0	0	0
OTU000604	0	0	0	0	0
OTU000620	0	0	0	0	0
OTU000633	0	0	0	0	0
OTU000643	0	0	0	0	0
OTU000651	0	0	0	0	0.001
OTU000599	0	0	0	0	0
OTU000637	0	0	0	0	0.00186666666666667
OTU000663	0	0	0	0	0.003
OTU000421	0	0	0	0	0
OTU000576	0	0	0	0	0
OTU000614	0	0	0	0	0.0018
OTU000619	0	0	0	0	0.0111642857142857
OTU000638	0	0	0	0	0.0015
OTU000639	0	0	0	0	0
OTU000670	0	0	0	0	0.00346666666666667
OTU000675	0	0	0	0	0.00285714285714286
OTU000685	0	0	0	0	0
OTU000691	0	0	0	0	0
OTU000692	0	0	0	0	0
OTU000520	0	0	0	0	0.00346666666666667
OTU000611	0	0	0	0	0
OTU000613	0.00025	0	-2e-04	0	0.00175833333333333
OTU000629	0	0	0	0	0
OTU000630	0	0	0	0	0
OTU000650	0	0	0	0	0
OTU000654	0	0	0	0	0
OTU000671	0	0	0	0	0
OTU000566	0	0	0	0	0
OTU000589	0	0	0	0	0
OTU000607	0	0	0	0	0
OTU000653	0	0	0	0	0
OTU000659	0	0	0	0	0.00673333333333333
OTU000660	0	0	0	0	0
OTU000694	0	0	0	0	0
OTU000713	0	0	0	0	0
OTU000693	0	0	0	0	0.001
OTU000585	0	0	0	0	0
OTU000662	0	0	0	0	0
OTU000664	0	0	0	0	0
OTU000704	0	0	0	0	0
OTU000753	0	0	0	0	0
OTU000616	0	0	0	0	0.00227692307692308
OTU000656	0	0	0	0	0
OTU000682	0	0	0	0	0
OTU000689	0	0	0	0	0
OTU000690	0	0	0	0	0.00183333333333333
OTU000744	0	0	0	0	0
OTU000767	0	0	0	0	0
OTU000770	0	0	0	0	0
OTU000584	0	0	0	0	0.00183333333333333
OTU000632	0	0	0	0	0
OTU000645	0	0	0	0	0
OTU000649	0	0	0	0	0.00177777777777778
OTU000668	0	0	0	0	0
OTU000757	0	0	0	0	0
OTU000779	0	0	0	0	0.00285714285714286
OTU000640	0	0	0	0	0
OTU000644	0	0	0	0	0.0019
OTU000647	0	0	0	0	0
OTU000657	0	0	0	0	0
OTU000680	0	0	0	0	0.00183333333333333
OTU000684	0	0	0	0	0
OTU000686	0	0.00025	-2e-04	0	0.00313365539452496
OTU000726	0	0	0	0	0
OTU000736	0	0	0	0	0.00476190476190476
OTU000764	0	0	0	0	0.00189473684210526
OTU000780	0	0	0	0	0
OTU000687	0	0	0	0	0.00468609168609169
OTU000712	0	0	0	0	0.00301785714285714
OTU000724	0	0	0	0	0
OTU000768	0	0	0	0	0
OTU000833	0	0	0	0	0.00436363636363636
OTU000642	0	0	0	0	0.001875
OTU000665	0	0	0	0	0
OTU000695	0	0	0	0	0
OTU000696	0	0	0	0	0
OTU000701	0	0	0	0	0
OTU000703	0	0	0	0	0.001
OTU000708	0	0	0	0	0
OTU000716	0	0	0	0	0.00459615384615385
OTU000718	0	0	0	0	0.00183333333333333
OTU000722	0	0	0	0	0.00494372294372294
OTU000732	0	0	0	0	0.00185714285714286
OTU000734	0	0	0	0	0
OTU000737	0	0	0	0	0.00185714285714286
OTU000740	0	0	0	0	0.00687271167048055
OTU000755	0	0	0	0	0.00183333333333333
OTU000762	0	0	0	0	0
OTU000791	0	0	0	0	0
OTU000797	0	0	0	0	0
OTU000814	0	0	0	0	0
OTU000666	0	0	0	0	0.00327272727272727
OTU000676	0	0	0	0	0
OTU000679	0	0	0	0	0
OTU000681	0	0	0	0	0.002
OTU000714	0	0	0	0	0
OTU000715	0	0	0	0	0.00353034547152194
OTU000720	0	0	0	0	0
OTU000745	0	0	0	0	0
OTU000748	0	0	0	0	0
OTU000772	0	0	0	0	0
OTU000775	0	0	0	0	0.00368484848484849
OTU000795	0	0	0	0	0
OTU000818	0	0	0	0	0.0065672514619883
OTU000837	0	0	0	0	0
OTU000914	0	0	0	0	0.00333333333333333
OTU000641	0	0	0	0	0
OTU000661	0	0	0	0	0.0198157894736842
OTU000725	0	0	0	0	0
OTU000731	0	0	0	0	0.0016
OTU000746	0	0	0	0	0.00654545454545455
OTU000765	0	0	0	0	0
OTU000778	0	0	0	0	0.00451764705882353
OTU000782	0	0	0	0	0
OTU000798	0	0	0	0	0
OTU000801	0	0	0	0	0
OTU000805	0	0	0	0	0
OTU000809	0	0	0	0	0.003625
OTU000810	0	0	0	0	0.00444444444444444
OTU000828	0	0	0	0	0.000833333333333334
OTU000655	0	0	0	0	0.00133333333333333
OTU000697	0	0	0	0	0
OTU000700	0	0	0	0	0.00815151515151515
OTU000706	0	0	0	0	0.0139071428571429
OTU000741	0	0	0	0	0
OTU000743	0	0	0	0	0
OTU000777	0	0	0	0	0.00365217391304348
OTU000785	0	0	0	0	0
OTU000788	0	0	0	0	0
OTU000815	0	0	0	0	0.00166666666666667
OTU000824	0	0	0	0	0.00518762939958592
OTU000826	0	0	0	0	0
OTU000838	0	0	0	0	0.00452380952380952
OTU000843	0	0	0	0	0
OTU000851	0	0	0	0	0
OTU000854	0	0	0	0	0
OTU000864	0	0	0	0	0.00578642059694691
OTU000880	0	0	0	0	0.00769705469845722
OTU000886	0	0	0	0	0
OTU000719	0	0	0	0	0.001875
OTU000729	0	0	0	0	0
OTU000759	0	0	0	0	0
OTU000771	0	0	0	0	0.00638138974888201
OTU000807	0	0	0	0	0
OTU000808	0	0	0	0	0.00206882591093117
OTU000817	0	0	0	0	0
OTU000820	0	0	0	0	0.00183333333333333
OTU000842	0	0	0	0	0
OTU000850	0	0	0	0	0.0018
OTU000861	0	0	0	0	0
OTU000913	0	0	0	0	0
OTU000939	0	0	0	0	0
OTU000705	0	0	0	0	0.00735664335664336
OTU000747	0	0	0	0	0.001875
OTU000760	0	0	0	0	0
OTU000804	0	0	0	0	0
OTU000811	0	0	0	0	0.00186666666666667
OTU000812	0	0.000166666666666667	-0.000333333333333333	0	0.0076969696969697
OTU000825	0	0	0	0	0.00404210526315789
OTU000834	0	0	0	0	0.00477205882352941
OTU000836	0	0	0	0	0
OTU000852	0	0	0	0	0
OTU000891	0	0	0	0	0
OTU000894	0	0	0	0	0.00568181818181818
OTU000900	0	0	0	0	0
OTU000924	0	0	0	0	0
OTU000721	0	0	0	0	0
OTU000742	0	0	0	0	0.00294912280701754
OTU000763	0	0	0	0	0
OTU000786	0	0	0	0	0.00943055555555555
OTU000799	0	0	0	0	0.0045
OTU000803	0	0	0	0	0.0027972027972028
OTU000816	0	0	0	0	0
OTU000822	0	0	0	0	0
OTU000829	0	0	0	0	0.00168181818181818
OTU000831	0	0	0	0	0
OTU000840	0	0	0	0	0
OTU000846	0	0	0	0	0
OTU000848	0	0	0	0	0.00545029239766082
OTU000849	0	0	0	0	0.00635
OTU000855	0	0	0	0	0
OTU000856	0	0	0	0	0.00133333333333333
OTU000858	0	0	0	0	0.00445238095238095
OTU000862	0	0	0	0	0
OTU000868	0	0	0	0	0
OTU000872	0	0	0	0	0.00359663865546219
OTU000874	0	0	0	0	0.00133333333333333
OTU000881	0	0	0	0	0
OTU000887	0	0	0	0	0.00448235294117647
OTU000892	0	0	0	0	0.00295384615384615
OTU000902	0	0	0	0	0
OTU000903	0	0	0	0	0
OTU000905	0	0	0	0	0.00321111111111111
OTU000915	0	0	0	0	0
OTU000923	0	0	0	0	0
OTU000946	0	0	0	0	0
OTU000947	0	0	0	0	0.00174285714285714
OTU000954	0	0	0	0	0
OTU000751	0	0	0	0	0.001875
OTU000761	0	0	0	0	0.0015
OTU000773	0	0	0	0	0
OTU000821	0	0	0	0	0
OTU000823	0	0	0	0	0
OTU000827	0	0	0	0	0
OTU000847	0	0	0	0	0.00189473684210526
OTU000857	0	0	0	0	0
OTU000877	0	0	0	0	0.00174285714285714
OTU000883	0	0	0	0	0.00183333333333333
OTU000884	0	0	0	0	0
OTU000885	0	0	0	0	0
OTU000889	0	0	0	0	0
OTU000909	0	0	0	0	0
OTU000911	0	0	0	0	0.00188235294117647
OTU000925	0	0	0	0	0
OTU000927	0	0	0	0	0.00133333333333333
OTU000932	0	0	0	0	0
OTU000961	0	0	0	0	0
OTU000963	0	0	0	0	0
OTU000983	0	0	0	0	0.00372352941176471
OTU000411	0	0	0	0	0
OTU000710	0	0	0	0	0
OTU000792	0	0	0	0	0.0017051282051282
OTU000841	0	0	0	0	0.00415
OTU000865	0	0	0	0	0.00380434782608696
OTU000866	0	0	0	0	0
OTU000869	0	0	0	0	0
OTU000873	0	0	0	0	0
OTU000875	0	0	0	0	0
OTU000879	0	0	0	0	0
OTU000882	0	0	0	0	0
OTU000890	0	0	0	0	0.00393846153846154
OTU000898	0	0	0	0	0
OTU000899	0	0	0	0	0.00357894736842105
OTU000907	0	0	0	0	0
OTU000916	0	0	0	0	0
OTU000919	0	0	0	0	0
OTU000920	0	0	0	0	0.00385714285714286
OTU000934	0	0	0	0	0.00186666666666667
OTU000937	0	0	0	0	0.00326785714285714
OTU000967	0	0	0	0	0
OTU000994	0	0	0	0	0
OTU000999	0	0	0	0	0.00181818181818182
OTU001000	0	0	0	0	0
OTU001006	0	0	0	0	0.001875
OTU001020	0	0	0	0	0.00373214285714286
OTU001023	0	0	0	0	0
OTU001057	0	0	0	0	0.0045
OTU001071	0	0	0	0	0
OTU000867	0	0	0	0	0
OTU000888	0	0	0	0	0
OTU000895	0	0	0	0	0
OTU000897	0	0	0	0	0
OTU000904	0	0	0	0	0
OTU000921	0	0	0	0	0
OTU000922	0	0	0	0	0
OTU000929	0	0	0	0	0.00680663780663781
OTU000930	0	0	0	0	0
OTU000931	0	0	0	0	0
OTU000933	0	0	0	0	0.00391866028708134
OTU000940	0	0	0	0	0
OTU000942	0	0	0	0	0
OTU000948	0	0	0	0	0
OTU000950	0	0	0	0	0
OTU000953	0	0	0	0	0
OTU000955	0	0	0	0	0
OTU000960	0	0	0	0	0
OTU000966	0	0	0	0	0
OTU000969	0	0	0	0	0
OTU000970	0	0	0	0	0
OTU000974	0	0	0	0	0.0015
OTU000978	0	0	0	0	0
OTU000980	0	0	0	0	0.00366666666666667
OTU000986	0	0	0	0	0.0015
OTU000989	0	0	0	0	0.0035959595959596
OTU000991	0	0	0	0	0
OTU000993	0	0	0	0	0.00171428571428571
OTU001011	0	0	0	0	0.001875
OTU001014	0	0	0	0	0
OTU000794	0	0	0	0	0
OTU000835	0	0	0	0	0
OTU000845	0	0	0	0	0.0015
OTU000908	0	0	0	0	0
OTU000957	0	0	0	0	0
OTU000964	0	0	0	0	0
OTU000985	0	0	0	0	0.00188888888888889
OTU000997	0	0	0	0	0.0032280701754386
OTU001005	0	0	0	0	0
OTU001007	0	0	0	0	0.001875
OTU001009	0	0	0	0	0.00166666666666667
OTU001016	0	0	0	0	0.00373949579831933
OTU001025	0	0	0	0	0.00133333333333333
OTU001038	0	0	0	0	0
OTU001039	0	0	0	0	0
OTU001042	0	0	0	0	0
OTU001044	0	0	0	0	0
OTU001049	0	0	0	0	0
OTU001064	0	0	0	0	0
OTU001075	0	0	0	0	0
OTU001079	0	0	0	0	0
OTU001085	0	0	0	0	0
OTU001087	0	0	0	0	0
OTU001090	0	0	0	0	0
OTU001159	0	0	0	0	0.00133333333333333
OTU001170	0	0	0	0	0.001
OTU000418	0	0	0	0	0
OTU000839	0	0	0	0	0.00133333333333333
OTU000853	0	0	0	0	0.00320833333333333
OTU000901	0	0	0	0	0
OTU000912	0	0	0	0	0
OTU000918	0	0	0	0	0
OTU000928	0	0	0	0	0
OTU000959	0	0	0	0	0
OTU000965	0	0	0	0	0
OTU000975	0	0	0	0	0
OTU000979	0	0	0	0	0
OTU000981	0	0	0	0	0
OTU000982	0	0	0	0	0
OTU000984	0	0	0	0	0
OTU000995	0	0	0	0	0.00311111111111111
OTU001001	0	0	0	0	0.00166666666666667
OTU001017	0	0	0	0	0.00264705882352941
OTU001018	0	0	0	0	0
OTU001031	0	0	0	0	0.00181818181818182
OTU001032	0	0	0	0	0
OTU001033	0	0	0	0	0
OTU001035	0	0	0	0	0
OTU001036	0	0	0	0	0
OTU001048	0	0	0	0	0.00524444444444444
OTU001053	0	0	0	0	0
OTU001056	0	0	0	0	0.00183333333333333
OTU001063	0	0	0	0	0
OTU001068	0	0	0	0	0
OTU001069	0	0	0	0	0
OTU001072	0	0	0	0	0
OTU001081	0	0	0	0	0
OTU001088	0	0	0	0	0
OTU001089	0	0	0	0	0
OTU001091	0	0	0	0	0
OTU001095	0	0	0	0	0
OTU001098	0	0	0	0	0.00177777777777778
OTU001101	0	0	0	0	0
OTU001104	0	0	0	0	0.00166666666666667
OTU001106	0	0	0	0	0.00911083729390365
OTU001113	0	0	0	0	0
OTU001117	0	0	0	0	0.00133333333333333
OTU001121	0	0	0	0	0
OTU001128	0	0	0	0	0
OTU001140	0	0	0	0	0
OTU001144	0	0	0	0	0
OTU001150	0	0	0	0	0.00133333333333333
OTU001161	0	0	0	0	0
OTU001173	0	0	0	0	0
OTU001190	0	0	0	0	0.00893291562238931
OTU001196	0	0	0	0	0
OTU001235	0	0	0	0	0
OTU001278	0	0	0	0	0
OTU000893	0	0	0	0	0.0015
OTU000944	0	0	0	0	0
OTU000952	0	0	0	0	0.00352777777777778
