CLT	DSS	LbGP	MeanDecreaseAccuracy	MeanDecreaseGini
OTU000123	0.000333333333333333	0	0.00125	0.00023756105006105	0.00888084795321637
OTU000069	0.000142857142857143	0.000516666666666666	-2.38095238095238e-05	0.000234896231219761	0.0417385404450622
OTU000445	2e-04	0.000142857142857143	5e-04	0.000231684981684982	0.0167372779519331
OTU000678	5e-04	0	0	0.000230769230769231	0.0030047619047619
OTU000787	0	3e-04	0.000533333333333333	0.000230769230769231	0.00377708978328173
OTU000677	-1.78571428571428e-05	0.000727777777777778	-0.00025	0.000227623357035122	0.0368457633171426
OTU000349	0.000366666666666667	0	0.00025	0.000226190476190476	0.0139426648841355
OTU000185	0.000277777777777778	2e-04	0.000166666666666667	0.00022172096908939	0.0343046581714833
OTU000008	0.000166666666666667	2e-04	0.00025	0.00021978021978022	0.0129865787694388
OTU000464	0.00095	-2e-04	-0.000142857142857143	0.000216515837104072	0.023994089390142
OTU000541	0.00025	0.000366666666666667	0	0.000216346153846154	0.0107103051747015
OTU000364	2e-04	0.00025	0.00025	0.000214285714285714	0.0125423340961098
OTU000384	0	0.000166666666666667	5e-04	0.000214285714285714	0.0128236714975845
OTU000128	4e-04	0	0.000166666666666667	0.000209401709401709	0.00946666666666667
OTU000441	0.000658333333333333	-0.00045	0.000333333333333333	0.000209401709401709	0.0204714076858814
OTU000282	-0.000592857142857143	0.000642857142857143	0.00133333333333333	0.000209033613445378	0.0575694231210094
OTU000228	-0.000142857142857143	0.00225	-0.00069047619047619	0.000208770396270396	0.0347478012131238
OTU000555	2e-04	0.000267857142857143	0	0.000208669108669109	0.0173432234432234
OTU000290	0.000166666666666667	-0.000166666666666667	0.000733333333333333	0.000208333333333333	0.00935065537406735
OTU000352	-3.33333333333334e-05	0.000416666666666667	0.000283333333333333	0.000205559146735617	0.0260014988451521
OTU000024	0.000325	0.000125	-3e-04	0.000204761904761905	0.0291976606584663
OTU001058	0	0.000166666666666667	0.000583333333333333	0.000204761904761905	0.00551260504201681
OTU000300	0.000166666666666667	0.000633333333333333	-0.00089047619047619	0.000204441391941392	0.0279746904654799
OTU000558	0.00045	0.000333333333333333	0	0.000202413273001508	0.011575
OTU000100	-0.000575	0.00145952380952381	-0.000333333333333333	0.000202380952380952	0.047712457672635
OTU000236	5e-04	0	-0.00075	0.000202380952380952	0.0050040293040293
OTU000546	0.00045	0	2e-04	0.000200595238095238	0.0215618835412953
OTU000009	0	0.000375	0	2e-04	0.015983660130719
OTU000080	-0.000116666666666667	6.66666666666667e-05	0.000833333333333333	2e-04	0.0202279202279202
OTU000266	2e-04	0.000285714285714286	0	2e-04	0.0104664473684211
OTU000328	0.000253968253968254	0.00025	0	0.000198412698412698	0.00388095238095238
OTU000458	7.61904761904761e-05	4.16666666666667e-05	0.000833333333333333	0.000197619047619048	0.0574043187935611
OTU000299	0.000476190476190476	0.000166666666666667	0	0.000192156862745098	0.00779090909090909
OTU000796	0.000142857142857143	0.000333333333333333	-0.000133333333333333	0.000191666666666667	0.00987181152181152
OTU000084	0.000466666666666667	0.000166666666666667	-5e-05	0.000189010989010989	0.0235896168943078
OTU000460	0.000452380952380952	0	0	0.000182539682539683	0.00546666666666667
OTU000035	-5e-05	0.000485714285714286	-0.000133333333333333	0.000174299719887955	0.0315071266968326
OTU000260	0.000166666666666667	0	0.000333333333333333	0.000167832167832168	0.0112626373626374
OTU000285	2e-04	0.000166666666666667	0	0.000161904761904762	0.024744816235673
OTU000087	-0.000142857142857143	0.000517857142857143	-0.00025	0.00016031746031746	0.0263082417582418
OTU000454	8.33333333333333e-05	0.00025	0	0.00016025641025641	0.0114108436853002
OTU000280	0.00035	0	0	0.000159340659340659	0.0167169230265206
OTU000105	0	0.00045	0	0.000153846153846154	0.0114
OTU000233	0	2e-04	0.001	0.000153846153846154	0.00372294372294372
OTU000278	-0.000142857142857143	4e-04	0.000166666666666667	0.000153846153846154	0.00681818181818182
OTU000345	4e-04	0	0	0.000153846153846154	0.00742857142857143
OTU000943	2e-04	0	2e-04	0.000153846153846154	0.00546130030959752
OTU000302	0.000472222222222222	-0.000175	0.000285714285714286	0.000151260504201681	0.0238009734012451
OTU000608	0	0.000142857142857143	5e-04	0.000148351648351648	0.0312569264495096
OTU000334	-0.000333333333333333	0.000517857142857143	-0.000366666666666667	0.000146703296703297	0.0182717804446193
OTU000172	2e-04	0	0.00025	0.000145833333333333	0.0166687728937729
OTU000064	2e-04	4e-04	-2e-04	0.000144473173884939	0.0171153846153846
OTU000270	0	0.000166666666666667	0.00025	0.000142857142857143	0.00733787878787879
OTU000518	0	0.000166666666666667	0.000333333333333333	0.000142857142857143	0.0162480468298546
OTU000758	0	0.00025	0.000142857142857143	0.000142857142857143	0.00562013729977117
OTU000941	0	0	5e-04	0.000142857142857143	0.0139700550395597
OTU000627	0.000375	0.000166666666666667	-0.00025	0.000141889483065954	0.0405615609536662
OTU000202	0	0.00030952380952381	0	0.000139423076923077	0.0216528538951813
OTU000191	0	0.000166666666666667	0.000333333333333333	0.000138095238095238	0.0123942857142857
OTU000339	0.00025	1e-04	0	0.000138095238095238	0.00356140350877193
OTU000272	0	0.000142857142857143	0.001	0.000135746606334842	0.0072
OTU000443	0.000166666666666667	0.00025	0	0.000135746606334842	0.0188975287356322
OTU000106	7e-04	-0.000341269841269841	0.000166666666666667	0.000135746606334842	0.0400289531833954
OTU000146	0	0	0.000533333333333333	0.000133928571428571	0.00858095238095238
OTU000494	0	0.00075	-0.000166666666666667	0.000133928571428571	0.00697619047619048
OTU000017	0.000333333333333333	0	5e-04	0.000133333333333333	0.00338080495356037
OTU000297	0	4e-04	0	0.000133333333333333	0.0177216554709658
OTU000317	0	0	0.000483333333333333	0.000133333333333333	0.0120722222222222
OTU000774	-0.000142857142857143	0.000566666666666667	0	0.000133333333333333	0.0179200857458971
OTU000699	0	5e-04	0	0.000133333333333333	0.0019
OTU000486	0.000166666666666667	-0.000166666666666667	0.000583333333333333	0.000129166666666667	0.0167772138256009
OTU000711	0	0.000142857142857143	2e-04	0.000125	0.0084
OTU000347	3.33333333333334e-05	0.000666666666666667	-0.00025	0.000124057315233786	0.0113368983957219
OTU000217	-0.000142857142857143	0.000666666666666667	2e-04	0.000122222222222222	0.0175677655677656
OTU000250	0	4e-04	-3.33333333333334e-05	0.00012202380952381	0.0120119047619048
OTU000180	5.71428571428572e-05	0	0.001	0.000119318181818182	0.0106429487179487
OTU000265	0.000333333333333333	0	0	0.000117647058823529	0.00815384615384615
OTU000436	0	0.000333333333333333	0	0.000117647058823529	0.0096
OTU000756	0.00025	0	0	0.000117647058823529	0.0066
OTU000564	-3.33333333333334e-05	0	0.000533333333333333	0.000115277777777778	0.0338559770151875
OTU000112	0.000133333333333333	0	0.00015	0.000112698412698413	0.0289933007809707
OTU000336	0.000142857142857143	0	0.000166666666666667	0.000111111111111111	0.00373214285714286
OTU000324	0	2e-04	2e-04	0.000111111111111111	0.00469377990430622
OTU000738	0.000111111111111111	0.000285714285714286	-0.000333333333333333	0.000105263157894737	0.0093859649122807
OTU000896	0	0.000233333333333333	0	0.000104166666666667	0.00782352941176471
OTU000136	0	-2e-04	0.000833333333333333	0.000103514132925898	0.0354164208598419
OTU000065	0.000166666666666667	0	8.33333333333333e-05	1e-04	0.018603482688622
OTU000338	1e-04	0	0.000166666666666667	9.52380952380952e-05	0.00661904761904762
OTU000089	-0.000285714285714286	5e-04	0	9.36507936507937e-05	0.0142206766917293
OTU000168	0	0.00025	0	9.09090909090909e-05	0.00487301587301587
OTU000354	0	4e-04	-5e-04	9.09090909090909e-05	0.0178227019160805
OTU000433	0.000333333333333333	0	0	9.09090909090909e-05	0.00348484848484849
OTU000596	0	-0.000142857142857143	0.000666666666666667	8.38675213675214e-05	0.03115702602911
OTU000099	-0.000125	-0.000166666666666667	0.00145	8.33333333333333e-05	0.0233144042232278
OTU000235	0	0.000166666666666667	0	8.33333333333333e-05	0.00283333333333333
OTU000231	0	2e-04	0	8.33333333333333e-05	0.0126912531912532
OTU000591	0.000142857142857143	0	0	8.33333333333333e-05	0.00811818181818182
OTU000636	3.33333333333334e-05	0.00025	0	8.33333333333333e-05	0.0160961111111111
OTU000545	0	0	5e-04	8.33333333333333e-05	0.001
OTU000727	0.000333333333333333	0	0	8.33333333333333e-05	0.00948815004262575
OTU000752	0	0	0.000333333333333333	8.33333333333333e-05	0.0177501156984533
OTU000793	0	0	0.00025	8.33333333333333e-05	0.00357894736842105
OTU000754	0	0	0.000333333333333333	8.33333333333333e-05	0.00470714285714286
OTU000917	0.00025	0	0	8.33333333333333e-05	0.00342857142857143
OTU000163	2e-04	1.78571428571428e-05	-8.33333333333333e-05	8.33333333333333e-05	0.025824586340433
OTU000113	0.00025	-0.00025	0.000333333333333333	8.24175824175824e-05	0.0149674685823293
OTU000002	0.00025	5.55555555555556e-05	0	8.16849816849817e-05	0.0292610969234391
OTU000390	0	4e-04	-0.000166666666666667	8.03571428571429e-05	0.0230205186756977
OTU000369	-2e-04	2e-04	0.001	7.85714285714286e-05	0.0087609477124183
OTU000166	0	-0.000333333333333333	4e-04	7.69230769230769e-05	0.00610909090909091
